,lon,lat,forestcoverfraction
1072,76.75,23.75,7.0
1073,76.75,24.25,9.0
1074,76.75,24.75,6.0
1075,76.75,25.25,3.0
1076,76.75,25.75,4.0
1077,76.75,26.25,3.0
1078,76.75,26.75,3.0
1079,76.75,27.25,4.0
1080,76.75,27.75,4.0
1081,76.75,28.25,3.0
1082,76.75,28.75,3.0
1083,76.75,29.25,5.0
1084,76.75,29.75,11.0
1085,76.75,30.25,10.0
1086,76.75,30.75,11.0
1087,76.75,31.25,20.0
1088,76.75,31.75,24.0
1089,76.75,32.25,19.0
1090,76.75,32.75,5.0
1091,76.75,33.25,2.0
1092,76.75,33.75,2.0
1093,76.75,34.25,1.0
1094,76.75,34.75,1.0
1095,76.75,35.25,1.0
1096,76.75,35.75,1.0
1097,76.75,36.25,2.0
1098,77.25,6.25,
1099,77.25,6.75,
1100,77.25,7.25,
1101,77.25,7.75,
1102,77.25,8.25,38.0
1103,77.25,8.75,43.0
1104,77.25,9.25,47.0
1105,77.25,9.75,35.0
1106,77.25,10.25,36.0
1107,77.25,10.75,5.0
1108,77.25,11.25,5.0
1109,77.25,11.75,25.0
1110,77.25,12.25,8.0
1111,77.25,12.75,5.0
1112,77.25,13.25,3.0
1113,77.25,13.75,3.0
1114,77.25,14.25,2.0
1115,77.25,14.75,3.0
1116,77.25,15.25,5.0
1117,77.25,15.75,4.0
1118,77.25,16.25,5.0
1119,77.25,16.75,4.0
1120,77.25,17.25,9.0
1121,77.25,17.75,11.0
1122,77.25,18.25,12.0
1123,77.25,18.75,11.0
1124,77.25,19.25,16.0
1125,77.25,19.75,10.0
1126,77.25,20.25,9.0
1127,77.25,20.75,10.0
1128,77.25,21.25,11.0
1129,77.25,21.75,7.0
1130,77.25,22.25,6.0
1131,77.25,22.75,7.0
1132,77.25,23.25,8.0
1133,77.25,23.75,7.0
1134,77.25,24.25,8.0
1135,77.25,24.75,7.0
1136,77.25,25.25,4.0
1137,77.25,25.75,4.0
1138,77.25,26.25,4.0
1139,77.25,26.75,3.0
1140,77.25,27.25,4.0
1141,77.25,27.75,4.0
1142,77.25,28.25,4.0
1143,77.25,28.75,5.0
1144,77.25,29.25,8.0
1145,77.25,29.75,13.0
1146,77.25,30.25,13.0
1147,77.25,30.75,25.0
1148,77.25,31.25,25.0
1149,77.25,31.75,37.0
1150,77.25,32.25,15.0
1151,77.25,32.75,2.0
1152,77.25,33.25,2.0
1153,77.25,33.75,2.0
1154,77.25,34.25,1.0
1155,77.25,34.75,1.0
1156,77.25,35.25,1.0
1157,77.25,35.75,1.0
1158,77.25,36.25,1.0
1159,77.75,6.25,
1160,77.75,6.75,
1161,77.75,7.25,
1162,77.75,7.75,
1163,77.75,8.25,5.0
1164,77.75,8.75,4.0
1165,77.75,9.25,4.0
1166,77.75,9.75,8.0
1167,77.75,10.25,19.0
1168,77.75,10.75,3.0
1169,77.75,11.25,6.0
1170,77.75,11.75,15.0
1171,77.75,12.25,17.0
1172,77.75,12.75,4.0
1173,77.75,13.25,3.0
1174,77.75,13.75,3.0
1175,77.75,14.25,2.0
1176,77.75,14.75,3.0
1177,77.75,15.25,3.0
1178,77.75,15.75,4.0
1179,77.75,16.25,3.0
1180,77.75,16.75,3.0
1181,77.75,17.25,8.0
1182,77.75,17.75,11.0
1183,77.75,18.25,9.0
1184,77.75,18.75,12.0
1185,77.75,19.25,11.0
1186,77.75,19.75,9.0
1187,77.75,20.25,9.0
1188,77.75,20.75,10.0
1189,77.75,21.25,10.0
1190,77.75,21.75,8.0
1191,77.75,22.25,6.0
1192,77.75,22.75,8.0
1193,77.75,23.25,7.0
1194,77.75,23.75,8.0
1195,77.75,24.25,9.0
1196,77.75,24.75,8.0
1197,77.75,25.25,5.0
1198,77.75,25.75,4.0
1199,77.75,26.25,3.0
1200,77.75,26.75,4.0
1201,77.75,27.25,4.0
1202,77.75,27.75,3.0
1203,77.75,28.25,4.0
1204,77.75,28.75,7.0
1205,77.75,29.25,10.0
1206,77.75,29.75,12.0
1207,77.75,30.25,20.0
1208,77.75,30.75,25.0
1209,77.75,31.25,33.0
1210,77.75,31.75,16.0
1211,77.75,32.25,2.0
1212,77.75,32.75,2.0
1213,77.75,33.25,1.0
1214,77.75,33.75,1.0
1215,77.75,34.25,1.0
1216,77.75,34.75,1.0
1217,77.75,35.25,1.0
1218,77.75,35.75,1.0
1219,77.75,36.25,1.0
1220,78.25,6.25,
1221,78.25,6.75,
1222,78.25,7.25,
1223,78.25,7.75,
1224,78.25,8.25,3.0
1225,78.25,8.75,4.0
1226,78.25,9.25,4.0
1227,78.25,9.75,5.0
1228,78.25,10.25,11.0
1229,78.25,10.75,5.0
1230,78.25,11.25,12.0
1231,78.25,11.75,18.0
1232,78.25,12.25,7.0
1233,78.25,12.75,5.0
1234,78.25,13.25,3.0
1235,78.25,13.75,3.0
1236,78.25,14.25,4.0
1237,78.25,14.75,6.0
1238,78.25,15.25,5.0
1239,78.25,15.75,6.0
1240,78.25,16.25,3.0
1241,78.25,16.75,2.0
1242,78.25,17.25,6.0
1243,78.25,17.75,5.0
1244,78.25,18.25,6.0
1245,78.25,18.75,5.0
1246,78.25,19.25,8.0
1247,78.25,19.75,9.0
1248,78.25,20.25,9.0
1249,78.25,20.75,10.0
1250,78.25,21.25,9.0
1251,78.25,21.75,8.0
1252,78.25,22.25,14.0
1253,78.25,22.75,12.0
1254,78.25,23.25,10.0
1255,78.25,23.75,10.0
1256,78.25,24.25,9.0
1257,78.25,24.75,5.0
1258,78.25,25.25,3.0
1259,78.25,25.75,4.0
1260,78.25,26.25,4.0
1261,78.25,26.75,4.0
1262,78.25,27.25,3.0
1263,78.25,27.75,3.0
1264,78.25,28.25,5.0
1265,78.25,28.75,7.0
1266,78.25,29.25,8.0
1267,78.25,29.75,17.0
1268,78.25,30.25,29.0
1269,78.25,30.75,34.0
1270,78.25,31.25,19.0
1271,78.25,31.75,6.0
1272,78.25,32.25,2.0
1273,78.25,32.75,1.0
1274,78.25,33.25,1.0
1275,78.25,33.75,1.0
1276,78.25,34.25,1.0
1277,78.25,34.75,2.0
1278,78.25,35.25,0.0
1279,78.25,35.75,0.0
1280,78.25,36.25,1.0
1281,78.75,6.25,
1282,78.75,6.75,
1283,78.75,7.25,
1284,78.75,7.75,
1285,78.75,8.25,
1286,78.75,8.75,
1287,78.75,9.25,3.0
1288,78.75,9.75,4.0
1289,78.75,10.25,4.0
1290,78.75,10.75,6.0
1291,78.75,11.25,13.0
1292,78.75,11.75,18.0
1293,78.75,12.25,16.0
1294,78.75,12.75,16.0
1295,78.75,13.25,9.0
1296,78.75,13.75,3.0
1297,78.75,14.25,9.0
1298,78.75,14.75,10.0
1299,78.75,15.25,15.0
1300,78.75,15.75,19.0
1301,78.75,16.25,13.0
1302,78.75,16.75,2.0
1303,78.75,17.25,4.0
1304,78.75,17.75,3.0
1305,78.75,18.25,4.0
1306,78.75,18.75,6.0
1307,78.75,19.25,10.0
1308,78.75,19.75,8.0
1309,78.75,20.25,9.0
1310,78.75,20.75,8.0
1311,78.75,21.25,8.0
1312,78.75,21.75,8.0
1313,78.75,22.25,8.0
1314,78.75,22.75,10.0
1315,78.75,23.25,9.0
1316,78.75,23.75,8.0
1317,78.75,24.25,9.0
1318,78.75,24.75,5.0
1319,78.75,25.25,5.0
1320,78.75,25.75,6.0
1321,78.75,26.25,4.0
1322,78.75,26.75,5.0
1323,78.75,27.25,3.0
1324,78.75,27.75,4.0
1325,78.75,28.25,3.0
1326,78.75,28.75,5.0
1327,78.75,29.25,11.0
1328,78.75,29.75,30.0
1329,78.75,30.25,27.0
1330,78.75,30.75,30.0
1331,78.75,31.25,4.0
1332,78.75,31.75,2.0
1333,78.75,32.25,1.0
1334,78.75,32.75,1.0
1335,78.75,33.25,1.0
1336,78.75,33.75,1.0
1337,78.75,34.25,2.0
1338,78.75,34.75,1.0
1339,78.75,35.25,1.0
1340,78.75,35.75,1.0
1341,78.75,36.25,1.0
1342,79.25,6.25,
1343,79.25,6.75,
1344,79.25,7.25,
1345,79.25,7.75,
1346,79.25,8.25,
1347,79.25,8.75,
1348,79.25,9.25,4.0
1349,79.25,9.75,4.0
1350,79.25,10.25,6.0
1351,79.25,10.75,11.0
1352,79.25,11.25,8.0
1353,79.25,11.75,5.0
1354,79.25,12.25,5.0
1355,79.25,12.75,10.0
1356,79.25,13.25,7.0
1357,79.25,13.75,17.0
1358,79.25,14.25,13.0
1359,79.25,14.75,9.0
1360,79.25,15.25,8.0
1361,79.25,15.75,6.0
1362,79.25,16.25,10.0
1363,79.25,16.75,4.0
1364,79.25,17.25,4.0
1365,79.25,17.75,4.0
1366,79.25,18.25,6.0
1367,79.25,18.75,7.0
1368,79.25,19.25,11.0
1369,79.25,19.75,11.0
1370,79.25,20.25,15.0
1371,79.25,20.75,10.0
1372,79.25,21.25,9.0
1373,79.25,21.75,12.0
1374,79.25,22.25,11.0
1375,79.25,22.75,9.0
1376,79.25,23.25,7.0
1377,79.25,23.75,7.0
1378,79.25,24.25,6.0
1379,79.25,24.75,4.0
1380,79.25,25.25,6.0
1381,79.25,25.75,5.0
1382,79.25,26.25,4.0
1383,79.25,26.75,4.0
1384,79.25,27.25,3.0
1385,79.25,27.75,4.0
1386,79.25,28.25,4.0
1387,79.25,28.75,10.0
1388,79.25,29.25,26.0
1389,79.25,29.75,25.0
1390,79.25,30.25,33.0
1391,79.25,30.75,12.0
1392,79.25,31.25,1.0
1393,79.25,31.75,0.0
1394,79.25,32.25,0.0
1395,79.25,32.75,0.0
1396,79.25,33.25,1.0
1397,79.25,33.75,1.0
1398,79.25,34.25,2.0
1399,79.25,34.75,0.0
1400,79.25,35.25,0.0
1401,79.25,35.75,1.0
1402,79.25,36.25,1.0
1403,79.75,6.25,
1404,79.75,6.75,26.0
1405,79.75,7.25,33.0
1406,79.75,7.75,16.0
1407,79.75,8.25,35.0
1408,79.75,8.75,27.0
1409,79.75,9.25,7.0
1410,79.75,9.75,8.0
1411,79.75,10.25,8.0
1412,79.75,10.75,11.0
1413,79.75,11.25,11.0
1414,79.75,11.75,9.0
1415,79.75,12.25,7.0
1416,79.75,12.75,7.0
1417,79.75,13.25,8.0
1418,79.75,13.75,7.0
1419,79.75,14.25,5.0
1420,79.75,14.75,6.0
1421,79.75,15.25,6.0
1422,79.75,15.75,9.0
1423,79.75,16.25,9.0
1424,79.75,16.75,7.0
1425,79.75,17.25,5.0
1426,79.75,17.75,6.0
1427,79.75,18.25,10.0
1428,79.75,18.75,9.0
1429,79.75,19.25,13.0
1430,79.75,19.75,13.0
1431,79.75,20.25,12.0
1432,79.75,20.75,10.0
1433,79.75,21.25,10.0
1434,79.75,21.75,11.0
1435,79.75,22.25,12.0
1436,79.75,22.75,11.0
1437,79.75,23.25,9.0
1438,79.75,23.75,6.0
1439,79.75,24.25,7.0
1440,79.75,24.75,6.0
1441,79.75,25.25,6.0
1442,79.75,25.75,6.0
1443,79.75,26.25,5.0
1444,79.75,26.75,4.0
1445,79.75,27.25,4.0
1446,79.75,27.75,5.0
1447,79.75,28.25,9.0
1448,79.75,28.75,15.0
1449,79.75,29.25,33.0
1450,79.75,29.75,24.0
1451,79.75,30.25,24.0
1452,79.75,30.75,7.0
1453,79.75,31.25,0.0
1454,79.75,31.75,0.0
1455,79.75,32.25,0.0
1456,79.75,32.75,0.0
1457,79.75,33.25,1.0
1458,79.75,33.75,2.0
1459,79.75,34.25,2.0
1460,79.75,34.75,0.0
1461,79.75,35.25,0.0
1462,79.75,35.75,2.0
1463,79.75,36.25,1.0
1464,80.25,6.25,54.0
1465,80.25,6.75,50.0
1466,80.25,7.25,44.0
1467,80.25,7.75,19.0
1468,80.25,8.25,24.0
1469,80.25,8.75,39.0
1470,80.25,9.25,27.0
1471,80.25,9.75,7.0
1472,80.25,10.25,
1473,80.25,10.75,
1474,80.25,11.25,
1475,80.25,11.75,
1476,80.25,12.25,8.0
1477,80.25,12.75,9.0
1478,80.25,13.25,7.0
1479,80.25,13.75,5.0
1480,80.25,14.25,7.0
1481,80.25,14.75,10.0
1482,80.25,15.25,9.0
1483,80.25,15.75,10.0
1484,80.25,16.25,11.0
1485,80.25,16.75,12.0
1486,80.25,17.25,11.0
1487,80.25,17.75,16.0
1488,80.25,18.25,23.0
1489,80.25,18.75,22.0
1490,80.25,19.25,27.0
1491,80.25,19.75,24.0
1492,80.25,20.25,21.0
1493,80.25,20.75,20.0
1494,80.25,21.25,13.0
1495,80.25,21.75,14.0
1496,80.25,22.25,18.0
1497,80.25,22.75,13.0
1498,80.25,23.25,13.0
1499,80.25,23.75,7.0
1500,80.25,24.25,6.0
1501,80.25,24.75,7.0
1502,80.25,25.25,8.0
1503,80.25,25.75,7.0
1504,80.25,26.25,4.0
1505,80.25,26.75,4.0
1506,80.25,27.25,4.0
1507,80.25,27.75,5.0
1508,80.25,28.25,15.0
1509,80.25,28.75,19.0
1510,80.25,29.25,29.0
1511,80.25,29.75,30.0
1512,80.25,30.25,13.0
1513,80.25,30.75,2.0
1514,80.25,31.25,1.0
1515,80.25,31.75,1.0
1516,80.25,32.25,1.0
1517,80.25,32.75,1.0
1518,80.25,33.25,1.0
1519,80.25,33.75,1.0
1520,80.25,34.25,2.0
1521,80.25,34.75,0.0
1522,80.25,35.25,1.0
1523,80.25,35.75,2.0
1524,80.25,36.25,0.0
1525,80.75,6.25,35.0
1526,80.75,6.75,39.0
1527,80.75,7.25,37.0
1528,80.75,7.75,33.0
1529,80.75,8.25,24.0
1530,80.75,8.75,33.0
1531,80.75,9.25,39.0
1532,80.75,9.75,
1533,80.75,10.25,
1534,80.75,10.75,
1535,80.75,11.25,
1536,80.75,11.75,
1537,80.75,12.25,
1538,80.75,12.75,
1539,80.75,13.25,
1540,80.75,13.75,
1541,80.75,14.25,
1542,80.75,14.75,
1543,80.75,15.25,
1544,80.75,15.75,14.0
1545,80.75,16.25,16.0
1546,80.75,16.75,13.0
1547,80.75,17.25,15.0
1548,80.75,17.75,19.0
1549,80.75,18.25,20.0
1550,80.75,18.75,26.0
1551,80.75,19.25,28.0
1552,80.75,19.75,27.0
1553,80.75,20.25,16.0
1554,80.75,20.75,8.0
1555,80.75,21.25,14.0
1556,80.75,21.75,21.0
1557,80.75,22.25,22.0
1558,80.75,22.75,15.0
1559,80.75,23.25,13.0
1560,80.75,23.75,10.0
1561,80.75,24.25,7.0
1562,80.75,24.75,8.0
1563,80.75,25.25,10.0
1564,80.75,25.75,6.0
1565,80.75,26.25,4.0
1566,80.75,26.75,5.0
1567,80.75,27.25,4.0
1568,80.75,27.75,5.0
1569,80.75,28.25,14.0
1570,80.75,28.75,25.0
1571,80.75,29.25,33.0
1572,80.75,29.75,27.0
1573,80.75,30.25,8.0
1574,80.75,30.75,1.0
1575,80.75,31.25,1.0
1576,80.75,31.75,1.0
1577,80.75,32.25,0.0
1578,80.75,32.75,1.0
1579,80.75,33.25,0.0
1580,80.75,33.75,0.0
1581,80.75,34.25,1.0
1582,80.75,34.75,0.0
1583,80.75,35.25,1.0
1584,80.75,35.75,2.0
1585,80.75,36.25,0.0
1586,81.25,6.25,25.0
1587,81.25,6.75,37.0
1588,81.25,7.25,30.0
1589,81.25,7.75,13.0
1590,81.25,8.25,22.0
1591,81.25,8.75,35.0
1592,81.25,9.25,
1593,81.25,9.75,
1594,81.25,10.25,
1595,81.25,10.75,
1596,81.25,11.25,
1597,81.25,11.75,
1598,81.25,12.25,
1599,81.25,12.75,
1600,81.25,13.25,
1601,81.25,13.75,
1602,81.25,14.25,
1603,81.25,14.75,
1604,81.25,15.25,
1605,81.25,15.75,8.0
1606,81.25,16.25,14.0
1607,81.25,16.75,14.0
1608,81.25,17.25,19.0
1609,81.25,17.75,23.0
1610,81.25,18.25,17.0
1611,81.25,18.75,18.0
1612,81.25,19.25,20.0
1613,81.25,19.75,16.0
1614,81.25,20.25,9.0
1615,81.25,20.75,7.0
1616,81.25,21.25,8.0
1617,81.25,21.75,10.0
1618,81.25,22.25,14.0
1619,81.25,22.75,16.0
1620,81.25,23.25,13.0
1621,81.25,23.75,9.0
1622,81.25,24.25,8.0
1623,81.25,24.75,10.0
1624,81.25,25.25,6.0
1625,81.25,25.75,5.0
1626,81.25,26.25,5.0
1627,81.25,26.75,6.0
1628,81.25,27.25,7.0
1629,81.25,27.75,8.0
1630,81.25,28.25,15.0
1631,81.25,28.75,27.0
1632,81.25,29.25,31.0
1633,81.25,29.75,19.0
1634,81.25,30.25,1.0
1635,81.25,30.75,1.0
1636,81.25,31.25,1.0
1637,81.25,31.75,1.0
1638,81.25,32.25,0.0
1639,81.25,32.75,0.0
1640,81.25,33.25,0.0
1641,81.25,33.75,0.0
1642,81.25,34.25,1.0
1643,81.25,34.75,0.0
1644,81.25,35.25,1.0
1645,81.25,35.75,1.0
1646,81.25,36.25,0.0
1647,81.75,6.25,33.0
1648,81.75,6.75,42.0
1649,81.75,7.25,22.0
1650,81.75,7.75,7.0
1651,81.75,8.25,
1652,81.75,8.75,
1653,81.75,9.25,
1654,81.75,9.75,
1655,81.75,10.25,
1656,81.75,10.75,
1657,81.75,11.25,
1658,81.75,11.75,
1659,81.75,12.25,
1660,81.75,12.75,
1661,81.75,13.25,
1662,81.75,13.75,
1663,81.75,14.25,
1664,81.75,14.75,
1665,81.75,15.25,
1666,81.75,15.75,
1667,81.75,16.25,18.0
1668,81.75,16.75,16.0
1669,81.75,17.25,19.0
1670,81.75,17.75,36.0
1671,81.75,18.25,12.0
1672,81.75,18.75,12.0
1673,81.75,19.25,7.0
1674,81.75,19.75,8.0
1675,81.75,20.25,10.0
1676,81.75,20.75,7.0
1677,81.75,21.25,6.0
1678,81.75,21.75,7.0
1679,81.75,22.25,14.0
1680,81.75,22.75,17.0
1681,81.75,23.25,6.0
1682,81.75,23.75,16.0
1683,81.75,24.25,10.0
1684,81.75,24.75,7.0
1685,81.75,25.25,6.0
1686,81.75,25.75,5.0
1687,81.75,26.25,5.0
1688,81.75,26.75,7.0
1689,81.75,27.25,7.0
1690,81.75,27.75,9.0
1691,81.75,28.25,22.0
1692,81.75,28.75,27.0
1693,81.75,29.25,38.0
1694,81.75,29.75,26.0
1695,81.75,30.25,4.0
1696,81.75,30.75,1.0
1697,81.75,31.25,2.0
1698,81.75,31.75,1.0
1699,81.75,32.25,0.0
1700,81.75,32.75,0.0
1701,81.75,33.25,0.0
1702,81.75,33.75,1.0
1703,81.75,34.25,1.0
1704,81.75,34.75,1.0
1705,81.75,35.25,2.0
1706,81.75,35.75,1.0
1707,81.75,36.25,1.0
1708,82.25,6.25,
1709,82.25,6.75,
1710,82.25,7.25,
1711,82.25,7.75,
1712,82.25,8.25,
1713,82.25,8.75,
1714,82.25,9.25,
1715,82.25,9.75,
1716,82.25,10.25,
1717,82.25,10.75,
1718,82.25,11.25,
1719,82.25,11.75,
1720,82.25,12.25,
1721,82.25,12.75,
1722,82.25,13.25,
1723,82.25,13.75,
1724,82.25,14.25,
1725,82.25,14.75,
1726,82.25,15.25,
1727,82.25,15.75,
1728,82.25,16.25,
1729,82.25,16.75,19.0
1730,82.25,17.25,22.0
1731,82.25,17.75,28.0
1732,82.25,18.25,18.0
1733,82.25,18.75,13.0
1734,82.25,19.25,4.0
1735,82.25,19.75,6.0
1736,82.25,20.25,16.0
1737,82.25,20.75,8.0
1738,82.25,21.25,6.0
1739,82.25,21.75,5.0
1740,82.25,22.25,9.0
1741,82.25,22.75,13.0
1742,82.25,23.25,9.0
1743,82.25,23.75,25.0
1744,82.25,24.25,10.0
1745,82.25,24.75,6.0
1746,82.25,25.25,5.0
1747,82.25,25.75,6.0
1748,82.25,26.25,7.0
1749,82.25,26.75,9.0
1750,82.25,27.25,6.0
1751,82.25,27.75,17.0
1752,82.25,28.25,22.0
1753,82.25,28.75,30.0
1754,82.25,29.25,27.0
1755,82.25,29.75,18.0
1756,82.25,30.25,1.0
1757,82.25,30.75,1.0
1758,82.25,31.25,1.0
1759,82.25,31.75,1.0
1760,82.25,32.25,0.0
1761,82.25,32.75,0.0
1762,82.25,33.25,0.0
1763,82.25,33.75,2.0
1764,82.25,34.25,2.0
1765,82.25,34.75,1.0
1766,82.25,35.25,2.0
1767,82.25,35.75,1.0
1768,82.25,36.25,1.0
1769,82.75,6.25,
1770,82.75,6.75,
1771,82.75,7.25,
1772,82.75,7.75,
1773,82.75,8.25,
1774,82.75,8.75,
1775,82.75,9.25,
1776,82.75,9.75,
1777,82.75,10.25,
1778,82.75,10.75,
1779,82.75,11.25,
1780,82.75,11.75,
1781,82.75,12.25,
1782,82.75,12.75,
1783,82.75,13.25,
1784,82.75,13.75,
1785,82.75,14.25,
1786,82.75,14.75,
1787,82.75,15.25,
1788,82.75,15.75,
1789,82.75,16.25,
1790,82.75,16.75,
1791,82.75,17.25,18.0
1792,82.75,17.75,18.0
1793,82.75,18.25,11.0
1794,82.75,18.75,7.0
1795,82.75,19.25,6.0
1796,82.75,19.75,9.0
1797,82.75,20.25,6.0
1798,82.75,20.75,5.0
1799,82.75,21.25,4.0
1800,82.75,21.75,5.0
1801,82.75,22.25,10.0
1802,82.75,22.75,16.0
1803,82.75,23.25,6.0
1804,82.75,23.75,18.0
1805,82.75,24.25,9.0
1806,82.75,24.75,6.0
1807,82.75,25.25,5.0
1808,82.75,25.75,6.0
1809,82.75,26.25,7.0
1810,82.75,26.75,7.0
1811,82.75,27.25,6.0
1812,82.75,27.75,21.0
1813,82.75,28.25,29.0
1814,82.75,28.75,27.0
1815,82.75,29.25,9.0
1816,82.75,29.75,4.0
1817,82.75,30.25,1.0
1818,82.75,30.75,1.0
1819,82.75,31.25,0.0
1820,82.75,31.75,0.0
1821,82.75,32.25,1.0
1822,82.75,32.75,0.0
1823,82.75,33.25,0.0
1824,82.75,33.75,1.0
1825,82.75,34.25,1.0
1826,82.75,34.75,1.0
1827,82.75,35.25,0.0
1828,82.75,35.75,1.0
1829,82.75,36.25,1.0
1830,83.25,6.25,
1831,83.25,6.75,
1832,83.25,7.25,
1833,83.25,7.75,
1834,83.25,8.25,
1835,83.25,8.75,
1836,83.25,9.25,
1837,83.25,9.75,
1838,83.25,10.25,
1839,83.25,10.75,
1840,83.25,11.25,
1841,83.25,11.75,
1842,83.25,12.25,
1843,83.25,12.75,
1844,83.25,13.25,
1845,83.25,13.75,
1846,83.25,14.25,
1847,83.25,14.75,
1848,83.25,15.25,
1849,83.25,15.75,
1850,83.25,16.25,
1851,83.25,16.75,
1852,83.25,17.25,
1853,83.25,17.75,12.0
1854,83.25,18.25,12.0
1855,83.25,18.75,15.0
1856,83.25,19.25,15.0
1857,83.25,19.75,17.0
1858,83.25,20.25,7.0
1859,83.25,20.75,6.0
1860,83.25,21.25,5.0
1861,83.25,21.75,4.0
1862,83.25,22.25,11.0
1863,83.25,22.75,12.0
1864,83.25,23.25,8.0
1865,83.25,23.75,13.0
1866,83.25,24.25,10.0
1867,83.25,24.75,7.0
1868,83.25,25.25,8.0
1869,83.25,25.75,7.0
1870,83.25,26.25,7.0
1871,83.25,26.75,6.0
1872,83.25,27.25,6.0
1873,83.25,27.75,19.0
1874,83.25,28.25,30.0
1875,83.25,28.75,11.0
1876,83.25,29.25,3.0
1877,83.25,29.75,1.0
1878,83.25,30.25,1.0
1879,83.25,30.75,1.0
1880,83.25,31.25,1.0
1881,83.25,31.75,0.0
1882,83.25,32.25,1.0
1883,83.25,32.75,0.0
1884,83.25,33.25,0.0
1885,83.25,33.75,0.0
1886,83.25,34.25,1.0
1887,83.25,34.75,0.0
1888,83.25,35.25,0.0
1889,83.25,35.75,0.0
1890,83.25,36.25,0.0
1891,83.75,6.25,
1892,83.75,6.75,
1893,83.75,7.25,
1894,83.75,7.75,
1895,83.75,8.25,
1896,83.75,8.75,
1897,83.75,9.25,
1898,83.75,9.75,
1899,83.75,10.25,
1900,83.75,10.75,
1901,83.75,11.25,
1902,83.75,11.75,
1903,83.75,12.25,
1904,83.75,12.75,
1905,83.75,13.25,
1906,83.75,13.75,
1907,83.75,14.25,
1908,83.75,14.75,
1909,83.75,15.25,
1910,83.75,15.75,
1911,83.75,16.25,
1912,83.75,16.75,
1913,83.75,17.25,
1914,83.75,17.75,
1915,83.75,18.25,7.0
1916,83.75,18.75,16.0
1917,83.75,19.25,21.0
1918,83.75,19.75,27.0
1919,83.75,20.25,23.0
1920,83.75,20.75,9.0
1921,83.75,21.25,10.0
1922,83.75,21.75,12.0
1923,83.75,22.25,10.0
1924,83.75,22.75,8.0
1925,83.75,23.25,14.0
1926,83.75,23.75,15.0
1927,83.75,24.25,8.0
1928,83.75,24.75,10.0
1929,83.75,25.25,9.0
1930,83.75,25.75,6.0
1931,83.75,26.25,6.0
1932,83.75,26.75,9.0
1933,83.75,27.25,12.0
1934,83.75,27.75,22.0
1935,83.75,28.25,27.0
1936,83.75,28.75,7.0
1937,83.75,29.25,1.0
1938,83.75,29.75,1.0
1939,83.75,30.25,1.0
1940,83.75,30.75,1.0
1941,83.75,31.25,1.0
1942,83.75,31.75,0.0
1943,83.75,32.25,0.0
1944,83.75,32.75,0.0
1945,83.75,33.25,0.0
1946,83.75,33.75,0.0
1947,83.75,34.25,0.0
1948,83.75,34.75,0.0
1949,83.75,35.25,0.0
1950,83.75,35.75,0.0
1951,83.75,36.25,0.0
1952,84.25,6.25,
1953,84.25,6.75,
1954,84.25,7.25,
1955,84.25,7.75,
1956,84.25,8.25,
1957,84.25,8.75,
1958,84.25,9.25,
1959,84.25,9.75,
1960,84.25,10.25,
1961,84.25,10.75,
1962,84.25,11.25,
1963,84.25,11.75,
1964,84.25,12.25,
1965,84.25,12.75,
1966,84.25,13.25,
1967,84.25,13.75,
1968,84.25,14.25,
1969,84.25,14.75,
1970,84.25,15.25,
1971,84.25,15.75,
1972,84.25,16.25,
1973,84.25,16.75,
1974,84.25,17.25,
1975,84.25,17.75,
1976,84.25,18.25,8.0
1977,84.25,18.75,18.0
1978,84.25,19.25,21.0
1979,84.25,19.75,24.0
1980,84.25,20.25,17.0
1981,84.25,20.75,13.0
1982,84.25,21.25,22.0
1983,84.25,21.75,10.0
1984,84.25,22.25,9.0
1985,84.25,22.75,9.0
1986,84.25,23.25,14.0
1987,84.25,23.75,21.0
1988,84.25,24.25,8.0
1989,84.25,24.75,7.0
1990,84.25,25.25,9.0
1991,84.25,25.75,5.0
1992,84.25,26.25,7.0
1993,84.25,26.75,10.0
1994,84.25,27.25,20.0
1995,84.25,27.75,25.0
1996,84.25,28.25,34.0
1997,84.25,28.75,5.0
1998,84.25,29.25,1.0
1999,84.25,29.75,0.0
2000,84.25,30.25,2.0
2001,84.25,30.75,1.0
2002,84.25,31.25,1.0
2003,84.25,31.75,0.0
2004,84.25,32.25,0.0
2005,84.25,32.75,0.0
2006,84.25,33.25,0.0
2007,84.25,33.75,0.0
2008,84.25,34.25,1.0
2009,84.25,34.75,0.0
2010,84.25,35.25,0.0
2011,84.25,35.75,0.0
2012,84.25,36.25,0.0
2013,84.75,6.25,
2014,84.75,6.75,
2015,84.75,7.25,
2016,84.75,7.75,
2017,84.75,8.25,
2018,84.75,8.75,
2019,84.75,9.25,
2020,84.75,9.75,
2021,84.75,10.25,
2022,84.75,10.75,
2023,84.75,11.25,
2024,84.75,11.75,
2025,84.75,12.25,
2026,84.75,12.75,
2027,84.75,13.25,
2028,84.75,13.75,
2029,84.75,14.25,
2030,84.75,14.75,
2031,84.75,15.25,
2032,84.75,15.75,
2033,84.75,16.25,
2034,84.75,16.75,
2035,84.75,17.25,
2036,84.75,17.75,
2037,84.75,18.25,
2038,84.75,18.75,15.0
2039,84.75,19.25,10.0
2040,84.75,19.75,14.0
2041,84.75,20.25,24.0
2042,84.75,20.75,20.0
2043,84.75,21.25,14.0
2044,84.75,21.75,21.0
2045,84.75,22.25,13.0
