,lat,lon
514,15.25,42.25
515,15.75,42.25
516,16.25,42.25
517,16.75,42.25
518,17.25,42.25
519,17.75,42.25
520,18.25,42.25
521,18.75,42.25
522,19.25,42.25
523,19.75,42.25
524,20.25,42.25
525,20.75,42.25
526,21.25,42.25
527,21.75,42.25
528,22.25,42.25
529,22.75,42.25
530,23.25,42.25
531,23.75,42.25
532,24.25,42.25
533,24.75,42.25
534,25.25,42.25
535,25.75,42.25
536,26.25,42.25
537,26.75,42.25
538,27.25,42.25
539,27.75,42.25
540,28.25,42.25
541,28.75,42.25
542,29.25,42.25
543,29.75,42.25
544,30.25,42.25
545,30.75,42.25
546,31.25,42.25
547,31.75,42.25
548,32.25,42.25
549,32.75,42.25
550,33.25,42.25
551,33.75,42.25
552,34.25,42.25
553,34.75,42.25
554,35.25,42.25
555,35.75,42.25
556,36.25,42.25
557,36.75,42.25
558,6.25,42.75
559,6.75,42.75
560,7.25,42.75
561,7.75,42.75
562,8.25,42.75
563,8.75,42.75
564,9.25,42.75
565,9.75,42.75
566,10.25,42.75
567,10.75,42.75
568,11.25,42.75
569,11.75,42.75
570,12.25,42.75
571,12.75,42.75
572,13.25,42.75
573,13.75,42.75
574,14.25,42.75
575,14.75,42.75
576,15.25,42.75
577,15.75,42.75
578,16.25,42.75
579,16.75,42.75
580,17.25,42.75
581,17.75,42.75
582,18.25,42.75
583,18.75,42.75
584,19.25,42.75
585,19.75,42.75
586,20.25,42.75
587,20.75,42.75
588,21.25,42.75
589,21.75,42.75
590,22.25,42.75
591,22.75,42.75
592,23.25,42.75
593,23.75,42.75
594,24.25,42.75
595,24.75,42.75
596,25.25,42.75
597,25.75,42.75
598,26.25,42.75
599,26.75,42.75
600,27.25,42.75
601,27.75,42.75
602,28.25,42.75
603,28.75,42.75
604,29.25,42.75
605,29.75,42.75
606,30.25,42.75
607,30.75,42.75
608,31.25,42.75
609,31.75,42.75
610,32.25,42.75
611,32.75,42.75
612,33.25,42.75
613,33.75,42.75
614,34.25,42.75
615,34.75,42.75
616,35.25,42.75
617,35.75,42.75
618,36.25,42.75
619,36.75,42.75
620,6.25,43.25
621,6.75,43.25
622,7.25,43.25
623,7.75,43.25
624,8.25,43.25
625,8.75,43.25
626,9.25,43.25
627,9.75,43.25
628,10.25,43.25
629,10.75,43.25
630,11.25,43.25
631,11.75,43.25
632,12.25,43.25
633,12.75,43.25
634,13.25,43.25
635,13.75,43.25
636,14.25,43.25
637,14.75,43.25
638,15.25,43.25
639,15.75,43.25
640,16.25,43.25
641,16.75,43.25
642,17.25,43.25
643,17.75,43.25
644,18.25,43.25
645,18.75,43.25
646,19.25,43.25
647,19.75,43.25
648,20.25,43.25
649,20.75,43.25
650,21.25,43.25
651,21.75,43.25
652,22.25,43.25
653,22.75,43.25
654,23.25,43.25
655,23.75,43.25
656,24.25,43.25
657,24.75,43.25
658,25.25,43.25
659,25.75,43.25
660,26.25,43.25
661,26.75,43.25
662,27.25,43.25
663,27.75,43.25
664,28.25,43.25
665,28.75,43.25
666,29.25,43.25
667,29.75,43.25
668,30.25,43.25
669,30.75,43.25
670,31.25,43.25
671,31.75,43.25
672,32.25,43.25
673,32.75,43.25
674,33.25,43.25
675,33.75,43.25
676,34.25,43.25
677,34.75,43.25
678,35.25,43.25
679,35.75,43.25
680,36.25,43.25
681,36.75,43.25
682,6.25,43.75
683,6.75,43.75
684,7.25,43.75
685,7.75,43.75
686,8.25,43.75
687,8.75,43.75
688,9.25,43.75
689,9.75,43.75
690,10.25,43.75
691,10.75,43.75
692,11.25,43.75
693,11.75,43.75
694,12.25,43.75
695,12.75,43.75
696,13.25,43.75
697,13.75,43.75
698,14.25,43.75
699,14.75,43.75
700,15.25,43.75
701,15.75,43.75
702,16.25,43.75
703,16.75,43.75
704,17.25,43.75
705,17.75,43.75
706,18.25,43.75
707,18.75,43.75
708,19.25,43.75
709,19.75,43.75
710,20.25,43.75
711,20.75,43.75
712,21.25,43.75
713,21.75,43.75
714,22.25,43.75
715,22.75,43.75
716,23.25,43.75
717,23.75,43.75
718,24.25,43.75
719,24.75,43.75
720,25.25,43.75
721,25.75,43.75
722,26.25,43.75
723,26.75,43.75
724,27.25,43.75
725,27.75,43.75
726,28.25,43.75
727,28.75,43.75
728,29.25,43.75
729,29.75,43.75
730,30.25,43.75
731,30.75,43.75
732,31.25,43.75
733,31.75,43.75
734,32.25,43.75
735,32.75,43.75
736,33.25,43.75
737,33.75,43.75
738,34.25,43.75
739,34.75,43.75
740,35.25,43.75
741,35.75,43.75
742,36.25,43.75
743,36.75,43.75
744,6.25,44.25
745,6.75,44.25
746,7.25,44.25
747,7.75,44.25
748,8.25,44.25
749,8.75,44.25
750,9.25,44.25
751,9.75,44.25
752,10.25,44.25
753,10.75,44.25
754,11.25,44.25
755,11.75,44.25
756,12.25,44.25
757,12.75,44.25
758,13.25,44.25
759,13.75,44.25
760,14.25,44.25
761,14.75,44.25
762,15.25,44.25
763,15.75,44.25
764,16.25,44.25
765,16.75,44.25
766,17.25,44.25
767,17.75,44.25
768,18.25,44.25
769,18.75,44.25
770,19.25,44.25
771,19.75,44.25
772,20.25,44.25
773,20.75,44.25
774,21.25,44.25
775,21.75,44.25
776,22.25,44.25
777,22.75,44.25
778,23.25,44.25
779,23.75,44.25
780,24.25,44.25
781,24.75,44.25
782,25.25,44.25
783,25.75,44.25
784,26.25,44.25
785,26.75,44.25
786,27.25,44.25
787,27.75,44.25
788,28.25,44.25
789,28.75,44.25
790,29.25,44.25
791,29.75,44.25
792,30.25,44.25
793,30.75,44.25
794,31.25,44.25
795,31.75,44.25
796,32.25,44.25
797,32.75,44.25
798,33.25,44.25
799,33.75,44.25
800,34.25,44.25
801,34.75,44.25
802,35.25,44.25
803,35.75,44.25
804,36.25,44.25
805,36.75,44.25
806,6.25,44.75
807,6.75,44.75
808,7.25,44.75
809,7.75,44.75
810,8.25,44.75
811,8.75,44.75
812,9.25,44.75
813,9.75,44.75
814,10.25,44.75
815,10.75,44.75
816,11.25,44.75
817,11.75,44.75
818,12.25,44.75
819,12.75,44.75
820,13.25,44.75
821,13.75,44.75
822,14.25,44.75
823,14.75,44.75
824,15.25,44.75
825,15.75,44.75
826,16.25,44.75
827,16.75,44.75
828,17.25,44.75
829,17.75,44.75
830,18.25,44.75
831,18.75,44.75
832,19.25,44.75
833,19.75,44.75
834,20.25,44.75
835,20.75,44.75
836,21.25,44.75
837,21.75,44.75
838,22.25,44.75
839,22.75,44.75
840,23.25,44.75
841,23.75,44.75
842,24.25,44.75
843,24.75,44.75
844,25.25,44.75
845,25.75,44.75
846,26.25,44.75
847,26.75,44.75
848,27.25,44.75
849,27.75,44.75
850,28.25,44.75
851,28.75,44.75
852,29.25,44.75
853,29.75,44.75
854,30.25,44.75
855,30.75,44.75
856,31.25,44.75
857,31.75,44.75
858,32.25,44.75
859,32.75,44.75
860,33.25,44.75
861,33.75,44.75
862,34.25,44.75
863,34.75,44.75
864,35.25,44.75
865,35.75,44.75
866,36.25,44.75
867,36.75,44.75
868,6.25,45.25
869,6.75,45.25
870,7.25,45.25
871,7.75,45.25
872,8.25,45.25
873,8.75,45.25
874,9.25,45.25
875,9.75,45.25
876,10.25,45.25
877,10.75,45.25
878,11.25,45.25
879,11.75,45.25
880,12.25,45.25
881,12.75,45.25
882,13.25,45.25
883,13.75,45.25
884,14.25,45.25
885,14.75,45.25
886,15.25,45.25
887,15.75,45.25
888,16.25,45.25
889,16.75,45.25
890,17.25,45.25
891,17.75,45.25
892,18.25,45.25
893,18.75,45.25
894,19.25,45.25
895,19.75,45.25
896,20.25,45.25
897,20.75,45.25
898,21.25,45.25
899,21.75,45.25
900,22.25,45.25
901,22.75,45.25
902,23.25,45.25
903,23.75,45.25
904,24.25,45.25
905,24.75,45.25
906,25.25,45.25
907,25.75,45.25
908,26.25,45.25
909,26.75,45.25
910,27.25,45.25
911,27.75,45.25
912,28.25,45.25
913,28.75,45.25
914,29.25,45.25
915,29.75,45.25
916,30.25,45.25
917,30.75,45.25
918,31.25,45.25
919,31.75,45.25
920,32.25,45.25
921,32.75,45.25
922,33.25,45.25
923,33.75,45.25
924,34.25,45.25
925,34.75,45.25
926,35.25,45.25
927,35.75,45.25
928,36.25,45.25
929,36.75,45.25
930,6.25,45.75
931,6.75,45.75
932,7.25,45.75
933,7.75,45.75
934,8.25,45.75
935,8.75,45.75
936,9.25,45.75
937,9.75,45.75
938,10.25,45.75
939,10.75,45.75
940,11.25,45.75
941,11.75,45.75
942,12.25,45.75
943,12.75,45.75
944,13.25,45.75
945,13.75,45.75
946,14.25,45.75
947,14.75,45.75
948,15.25,45.75
949,15.75,45.75
950,16.25,45.75
951,16.75,45.75
952,17.25,45.75
953,17.75,45.75
954,18.25,45.75
955,18.75,45.75
956,19.25,45.75
957,19.75,45.75
958,20.25,45.75
959,20.75,45.75
960,21.25,45.75
961,21.75,45.75
962,22.25,45.75
963,22.75,45.75
964,23.25,45.75
965,23.75,45.75
966,24.25,45.75
967,24.75,45.75
968,25.25,45.75
969,25.75,45.75
970,26.25,45.75
971,26.75,45.75
972,27.25,45.75
973,27.75,45.75
974,28.25,45.75
975,28.75,45.75
976,29.25,45.75
977,29.75,45.75
978,30.25,45.75
979,30.75,45.75
980,31.25,45.75
981,31.75,45.75
982,32.25,45.75
983,32.75,45.75
984,33.25,45.75
985,33.75,45.75
986,34.25,45.75
987,34.75,45.75
988,35.25,45.75
989,35.75,45.75
990,36.25,45.75
991,36.75,45.75
992,6.25,46.25
993,6.75,46.25
994,7.25,46.25
995,7.75,46.25
996,8.25,46.25
997,8.75,46.25
998,9.25,46.25
999,9.75,46.25
1000,10.25,46.25
1001,10.75,46.25
1002,11.25,46.25
1003,11.75,46.25
1004,12.25,46.25
1005,12.75,46.25
1006,13.25,46.25
1007,13.75,46.25
1008,14.25,46.25
1009,14.75,46.25
1010,15.25,46.25
1011,15.75,46.25
1012,16.25,46.25
1013,16.75,46.25
1014,17.25,46.25
1015,17.75,46.25
1016,18.25,46.25
1017,18.75,46.25
1018,19.25,46.25
1019,19.75,46.25
1020,20.25,46.25
1021,20.75,46.25
1022,21.25,46.25
1023,21.75,46.25
1024,22.25,46.25
1025,22.75,46.25
1026,23.25,46.25
1027,23.75,46.25
1028,24.25,46.25
1029,24.75,46.25
1030,25.25,46.25
1031,25.75,46.25
1032,26.25,46.25
1033,26.75,46.25
1034,27.25,46.25
1035,27.75,46.25
1036,28.25,46.25
1037,28.75,46.25
1038,29.25,46.25
1039,29.75,46.25
1040,30.25,46.25
1041,30.75,46.25
1042,31.25,46.25
1043,31.75,46.25
1044,32.25,46.25
1045,32.75,46.25
1046,33.25,46.25
1047,33.75,46.25
1048,34.25,46.25
1049,34.75,46.25
1050,35.25,46.25
1051,35.75,46.25
1052,36.25,46.25
1053,36.75,46.25
1054,6.25,46.75
1055,6.75,46.75
1056,7.25,46.75
1057,7.75,46.75
1058,8.25,46.75
1059,8.75,46.75
1060,9.25,46.75
1061,9.75,46.75
1062,10.25,46.75
1063,10.75,46.75
1064,11.25,46.75
1065,11.75,46.75
1066,12.25,46.75
1067,12.75,46.75
1068,13.25,46.75
1069,13.75,46.75
1070,14.25,46.75
1071,14.75,46.75
1072,15.25,46.75
1073,15.75,46.75
1074,16.25,46.75
1075,16.75,46.75
1076,17.25,46.75
1077,17.75,46.75
1078,18.25,46.75
1079,18.75,46.75
1080,19.25,46.75
1081,19.75,46.75
1082,20.25,46.75
1083,20.75,46.75
1084,21.25,46.75
1085,21.75,46.75
1086,22.25,46.75
1087,22.75,46.75
1088,23.25,46.75
1089,23.75,46.75
1090,24.25,46.75
1091,24.75,46.75
1092,25.25,46.75
1093,25.75,46.75
1094,26.25,46.75
1095,26.75,46.75
1096,27.25,46.75
1097,27.75,46.75
1098,28.25,46.75
1099,28.75,46.75
1100,29.25,46.75
1101,29.75,46.75
1102,30.25,46.75
1103,30.75,46.75
1104,31.25,46.75
1105,31.75,46.75
1106,32.25,46.75
1107,32.75,46.75
1108,33.25,46.75
1109,33.75,46.75
1110,34.25,46.75
1111,34.75,46.75
1112,35.25,46.75
1113,35.75,46.75
1114,36.25,46.75
1115,36.75,46.75
1116,6.25,47.25
1117,6.75,47.25
1118,7.25,47.25
1119,7.75,47.25
1120,8.25,47.25
1121,8.75,47.25
1122,9.25,47.25
1123,9.75,47.25
1124,10.25,47.25
1125,10.75,47.25
1126,11.25,47.25
1127,11.75,47.25
1128,12.25,47.25
1129,12.75,47.25
1130,13.25,47.25
1131,13.75,47.25
1132,14.25,47.25
1133,14.75,47.25
1134,15.25,47.25
1135,15.75,47.25
1136,16.25,47.25
1137,16.75,47.25
1138,17.25,47.25
1139,17.75,47.25
1140,18.25,47.25
1141,18.75,47.25
1142,19.25,47.25
1143,19.75,47.25
1144,20.25,47.25
1145,20.75,47.25
1146,21.25,47.25
1147,21.75,47.25
1148,22.25,47.25
1149,22.75,47.25
1150,23.25,47.25
1151,23.75,47.25
1152,24.25,47.25
1153,24.75,47.25
1154,25.25,47.25
1155,25.75,47.25
1156,26.25,47.25
1157,26.75,47.25
1158,27.25,47.25
1159,27.75,47.25
1160,28.25,47.25
1161,28.75,47.25
1162,29.25,47.25
1163,29.75,47.25
1164,30.25,47.25
1165,30.75,47.25
1166,31.25,47.25
1167,31.75,47.25
1168,32.25,47.25
1169,32.75,47.25
1170,33.25,47.25
1171,33.75,47.25
1172,34.25,47.25
1173,34.75,47.25
1174,35.25,47.25
1175,35.75,47.25
1176,36.25,47.25
1177,36.75,47.25
1178,6.25,47.75
1179,6.75,47.75
1180,7.25,47.75
1181,7.75,47.75
1182,8.25,47.75
1183,8.75,47.75
1184,9.25,47.75
1185,9.75,47.75
1186,10.25,47.75
1187,10.75,47.75
1188,11.25,47.75
1189,11.75,47.75
1190,12.25,47.75
1191,12.75,47.75
1192,13.25,47.75
1193,13.75,47.75
1194,14.25,47.75
1195,14.75,47.75
1196,15.25,47.75
1197,15.75,47.75
1198,16.25,47.75
1199,16.75,47.75
1200,17.25,47.75
1201,17.75,47.75
1202,18.25,47.75
1203,18.75,47.75
1204,19.25,47.75
1205,19.75,47.75
1206,20.25,47.75
1207,20.75,47.75
1208,21.25,47.75
1209,21.75,47.75
1210,22.25,47.75
1211,22.75,47.75
1212,23.25,47.75
1213,23.75,47.75
1214,24.25,47.75
1215,24.75,47.75
1216,25.25,47.75
1217,25.75,47.75
1218,26.25,47.75
1219,26.75,47.75
1220,27.25,47.75
1221,27.75,47.75
1222,28.25,47.75
1223,28.75,47.75
1224,29.25,47.75
1225,29.75,47.75
1226,30.25,47.75
1227,30.75,47.75
1228,31.25,47.75
1229,31.75,47.75
1230,32.25,47.75
1231,32.75,47.75
1232,33.25,47.75
1233,33.75,47.75
1234,34.25,47.75
1235,34.75,47.75
1236,35.25,47.75
1237,35.75,47.75
1238,36.25,47.75
1239,36.75,47.75
1240,6.25,48.25
1241,6.75,48.25
1242,7.25,48.25
1243,7.75,48.25
1244,8.25,48.25
1245,8.75,48.25
1246,9.25,48.25
1247,9.75,48.25
1248,10.25,48.25
1249,10.75,48.25
1250,11.25,48.25
1251,11.75,48.25
1252,12.25,48.25
1253,12.75,48.25
1254,13.25,48.25
1255,13.75,48.25
1256,14.25,48.25
1257,14.75,48.25
1258,15.25,48.25
1259,15.75,48.25
1260,16.25,48.25
1261,16.75,48.25
1262,17.25,48.25
1263,17.75,48.25
1264,18.25,48.25
1265,18.75,48.25
1266,19.25,48.25
1267,19.75,48.25
1268,20.25,48.25
1269,20.75,48.25
1270,21.25,48.25
1271,21.75,48.25
1272,22.25,48.25
1273,22.75,48.25
1274,23.25,48.25
1275,23.75,48.25
1276,24.25,48.25
1277,24.75,48.25
1278,25.25,48.25
1279,25.75,48.25
1280,26.25,48.25
1281,26.75,48.25
1282,27.25,48.25
1283,27.75,48.25
1284,28.25,48.25
1285,28.75,48.25
1286,29.25,48.25
1287,29.75,48.25
1288,30.25,48.25
1289,30.75,48.25
1290,31.25,48.25
1291,31.75,48.25
1292,32.25,48.25
1293,32.75,48.25
1294,33.25,48.25
1295,33.75,48.25
1296,34.25,48.25
1297,34.75,48.25
1298,35.25,48.25
1299,35.75,48.25
1300,36.25,48.25
1301,36.75,48.25
1302,6.25,48.75
1303,6.75,48.75
1304,7.25,48.75
1305,7.75,48.75
1306,8.25,48.75
1307,8.75,48.75
1308,9.25,48.75
1309,9.75,48.75
1310,10.25,48.75
1311,10.75,48.75
1312,11.25,48.75
1313,11.75,48.75
1314,12.25,48.75
1315,12.75,48.75
1316,13.25,48.75
1317,13.75,48.75
1318,14.25,48.75
1319,14.75,48.75
1320,15.25,48.75
1321,15.75,48.75
1322,16.25,48.75
1323,16.75,48.75
1324,17.25,48.75
1325,17.75,48.75
1326,18.25,48.75
1327,18.75,48.75
1328,19.25,48.75
1329,19.75,48.75
1330,20.25,48.75
1331,20.75,48.75
1332,21.25,48.75
1333,21.75,48.75
1334,22.25,48.75
1335,22.75,48.75
1336,23.25,48.75
1337,23.75,48.75
1338,24.25,48.75
1339,24.75,48.75
1340,25.25,48.75
1341,25.75,48.75
1342,26.25,48.75
1343,26.75,48.75
1344,27.25,48.75
1345,27.75,48.75
1346,28.25,48.75
1347,28.75,48.75
1348,29.25,48.75
1349,29.75,48.75
1350,30.25,48.75
1351,30.75,48.75
1352,31.25,48.75
1353,31.75,48.75
1354,32.25,48.75
1355,32.75,48.75
1356,33.25,48.75
1357,33.75,48.75
1358,34.25,48.75
1359,34.75,48.75
