,lat,lon
1360,35.25,48.75
1361,35.75,48.75
1362,36.25,48.75
1363,36.75,48.75
1364,6.25,49.25
1365,6.75,49.25
1366,7.25,49.25
1367,7.75,49.25
1368,8.25,49.25
1369,8.75,49.25
1370,9.25,49.25
1371,9.75,49.25
1372,10.25,49.25
1373,10.75,49.25
1374,11.25,49.25
1375,11.75,49.25
1376,12.25,49.25
1377,12.75,49.25
1378,13.25,49.25
1379,13.75,49.25
1380,14.25,49.25
1381,14.75,49.25
1382,15.25,49.25
1383,15.75,49.25
1384,16.25,49.25
1385,16.75,49.25
1386,17.25,49.25
1387,17.75,49.25
1388,18.25,49.25
1389,18.75,49.25
1390,19.25,49.25
1391,19.75,49.25
1392,20.25,49.25
1393,20.75,49.25
1394,21.25,49.25
1395,21.75,49.25
1396,22.25,49.25
1397,22.75,49.25
1398,23.25,49.25
1399,23.75,49.25
1400,24.25,49.25
1401,24.75,49.25
1402,25.25,49.25
1403,25.75,49.25
1404,26.25,49.25
1405,26.75,49.25
1406,27.25,49.25
1407,27.75,49.25
1408,28.25,49.25
1409,28.75,49.25
1410,29.25,49.25
1411,29.75,49.25
1412,30.25,49.25
1413,30.75,49.25
1414,31.25,49.25
1415,31.75,49.25
1416,32.25,49.25
1417,32.75,49.25
1418,33.25,49.25
1419,33.75,49.25
1420,34.25,49.25
1421,34.75,49.25
1422,35.25,49.25
1423,35.75,49.25
1424,36.25,49.25
1425,36.75,49.25
1426,6.25,49.75
1427,6.75,49.75
1428,7.25,49.75
1429,7.75,49.75
1430,8.25,49.75
1431,8.75,49.75
1432,9.25,49.75
1433,9.75,49.75
1434,10.25,49.75
1435,10.75,49.75
1436,11.25,49.75
1437,11.75,49.75
1438,12.25,49.75
1439,12.75,49.75
1440,13.25,49.75
1441,13.75,49.75
1442,14.25,49.75
1443,14.75,49.75
1444,15.25,49.75
1445,15.75,49.75
1446,16.25,49.75
1447,16.75,49.75
1448,17.25,49.75
1449,17.75,49.75
1450,18.25,49.75
1451,18.75,49.75
1452,19.25,49.75
1453,19.75,49.75
1454,20.25,49.75
1455,20.75,49.75
1456,21.25,49.75
1457,21.75,49.75
1458,22.25,49.75
1459,22.75,49.75
1460,23.25,49.75
1461,23.75,49.75
1462,24.25,49.75
1463,24.75,49.75
1464,25.25,49.75
1465,25.75,49.75
1466,26.25,49.75
1467,26.75,49.75
1468,27.25,49.75
1469,27.75,49.75
1470,28.25,49.75
1471,28.75,49.75
1472,29.25,49.75
1473,29.75,49.75
1474,30.25,49.75
1475,30.75,49.75
1476,31.25,49.75
1477,31.75,49.75
1478,32.25,49.75
1479,32.75,49.75
1480,33.25,49.75
1481,33.75,49.75
1482,34.25,49.75
1483,34.75,49.75
1484,35.25,49.75
1485,35.75,49.75
1486,36.25,49.75
1487,36.75,49.75
1488,6.25,50.25
1489,6.75,50.25
1490,7.25,50.25
1491,7.75,50.25
1492,8.25,50.25
1493,8.75,50.25
1494,9.25,50.25
1495,9.75,50.25
1496,10.25,50.25
1497,10.75,50.25
1498,11.25,50.25
1499,11.75,50.25
1500,12.25,50.25
1501,12.75,50.25
1502,13.25,50.25
1503,13.75,50.25
1504,14.25,50.25
1505,14.75,50.25
1506,15.25,50.25
1507,15.75,50.25
1508,16.25,50.25
1509,16.75,50.25
1510,17.25,50.25
1511,17.75,50.25
1512,18.25,50.25
1513,18.75,50.25
1514,19.25,50.25
1515,19.75,50.25
1516,20.25,50.25
1517,20.75,50.25
1518,21.25,50.25
1519,21.75,50.25
1520,22.25,50.25
1521,22.75,50.25
1522,23.25,50.25
1523,23.75,50.25
1524,24.25,50.25
1525,24.75,50.25
1526,25.25,50.25
1527,25.75,50.25
1528,26.25,50.25
1529,26.75,50.25
1530,27.25,50.25
1531,27.75,50.25
1532,28.25,50.25
1533,28.75,50.25
1534,29.25,50.25
1535,29.75,50.25
1536,30.25,50.25
1537,30.75,50.25
1538,31.25,50.25
1539,31.75,50.25
1540,32.25,50.25
1541,32.75,50.25
1542,33.25,50.25
1543,33.75,50.25
1544,34.25,50.25
1545,34.75,50.25
1546,35.25,50.25
1547,35.75,50.25
1548,36.25,50.25
1549,36.75,50.25
1550,6.25,50.75
1551,6.75,50.75
1552,7.25,50.75
1553,7.75,50.75
1554,8.25,50.75
1555,8.75,50.75
1556,9.25,50.75
1557,9.75,50.75
1558,10.25,50.75
1559,10.75,50.75
1560,11.25,50.75
1561,11.75,50.75
1562,12.25,50.75
1563,12.75,50.75
1564,13.25,50.75
1565,13.75,50.75
1566,14.25,50.75
1567,14.75,50.75
1568,15.25,50.75
1569,15.75,50.75
1570,16.25,50.75
1571,16.75,50.75
1572,17.25,50.75
1573,17.75,50.75
1574,18.25,50.75
1575,18.75,50.75
1576,19.25,50.75
1577,19.75,50.75
1578,20.25,50.75
1579,20.75,50.75
1580,21.25,50.75
1581,21.75,50.75
1582,22.25,50.75
1583,22.75,50.75
1584,23.25,50.75
1585,23.75,50.75
1586,24.25,50.75
1587,24.75,50.75
1588,25.25,50.75
1589,25.75,50.75
1590,26.25,50.75
1591,26.75,50.75
1592,27.25,50.75
1593,27.75,50.75
1594,28.25,50.75
1595,28.75,50.75
1596,29.25,50.75
1597,29.75,50.75
1598,30.25,50.75
1599,30.75,50.75
1600,31.25,50.75
1601,31.75,50.75
1602,32.25,50.75
1603,32.75,50.75
1604,33.25,50.75
1605,33.75,50.75
1606,34.25,50.75
1607,34.75,50.75
1608,35.25,50.75
1609,35.75,50.75
1610,36.25,50.75
1611,36.75,50.75
1612,6.25,51.25
1613,6.75,51.25
1614,7.25,51.25
1615,7.75,51.25
1616,8.25,51.25
1617,8.75,51.25
1618,9.25,51.25
1619,9.75,51.25
1620,10.25,51.25
1621,10.75,51.25
1622,11.25,51.25
1623,11.75,51.25
1624,12.25,51.25
1625,12.75,51.25
1626,13.25,51.25
1627,13.75,51.25
1628,14.25,51.25
1629,14.75,51.25
1630,15.25,51.25
1631,15.75,51.25
1632,16.25,51.25
1633,16.75,51.25
1634,17.25,51.25
1635,17.75,51.25
1636,18.25,51.25
1637,18.75,51.25
1638,19.25,51.25
1639,19.75,51.25
1640,20.25,51.25
1641,20.75,51.25
1642,21.25,51.25
1643,21.75,51.25
1644,22.25,51.25
1645,22.75,51.25
1646,23.25,51.25
1647,23.75,51.25
1648,24.25,51.25
1649,24.75,51.25
1650,25.25,51.25
1651,25.75,51.25
1652,26.25,51.25
1653,26.75,51.25
1654,27.25,51.25
1655,27.75,51.25
1656,28.25,51.25
1657,28.75,51.25
1658,29.25,51.25
1659,29.75,51.25
1660,30.25,51.25
1661,30.75,51.25
1662,31.25,51.25
1663,31.75,51.25
1664,32.25,51.25
1665,32.75,51.25
1666,33.25,51.25
1667,33.75,51.25
1668,34.25,51.25
1669,34.75,51.25
1670,35.25,51.25
1671,35.75,51.25
1672,36.25,51.25
1673,36.75,51.25
1674,6.25,51.75
1675,6.75,51.75
1676,7.25,51.75
1677,7.75,51.75
1678,8.25,51.75
1679,8.75,51.75
1680,9.25,51.75
1681,9.75,51.75
1682,10.25,51.75
1683,10.75,51.75
1684,11.25,51.75
1685,11.75,51.75
1686,12.25,51.75
1687,12.75,51.75
1688,13.25,51.75
1689,13.75,51.75
1690,14.25,51.75
1691,14.75,51.75
1692,15.25,51.75
1693,15.75,51.75
1694,16.25,51.75
1695,16.75,51.75
1696,17.25,51.75
1697,17.75,51.75
1698,18.25,51.75
1699,18.75,51.75
1700,19.25,51.75
1701,19.75,51.75
1702,20.25,51.75
1703,20.75,51.75
1704,21.25,51.75
1705,21.75,51.75
1706,22.25,51.75
1707,22.75,51.75
1708,23.25,51.75
1709,23.75,51.75
1710,24.25,51.75
1711,24.75,51.75
1712,25.25,51.75
1713,25.75,51.75
1714,26.25,51.75
1715,26.75,51.75
1716,27.25,51.75
1717,27.75,51.75
1718,28.25,51.75
1719,28.75,51.75
1720,29.25,51.75
1721,29.75,51.75
1722,30.25,51.75
1723,30.75,51.75
1724,31.25,51.75
1725,31.75,51.75
1726,32.25,51.75
1727,32.75,51.75
1728,33.25,51.75
1729,33.75,51.75
1730,34.25,51.75
1731,34.75,51.75
1732,35.25,51.75
1733,35.75,51.75
1734,36.25,51.75
1735,36.75,51.75
1736,6.25,52.25
1737,6.75,52.25
1738,7.25,52.25
1739,7.75,52.25
1740,8.25,52.25
1741,8.75,52.25
1742,9.25,52.25
1743,9.75,52.25
1744,10.25,52.25
1745,10.75,52.25
1746,11.25,52.25
1747,11.75,52.25
1748,12.25,52.25
1749,12.75,52.25
1750,13.25,52.25
1751,13.75,52.25
1752,14.25,52.25
1753,14.75,52.25
1754,15.25,52.25
1755,15.75,52.25
1756,16.25,52.25
1757,16.75,52.25
1758,17.25,52.25
1759,17.75,52.25
1760,18.25,52.25
1761,18.75,52.25
1762,19.25,52.25
1763,19.75,52.25
1764,20.25,52.25
1765,20.75,52.25
1766,21.25,52.25
1767,21.75,52.25
1768,22.25,52.25
1769,22.75,52.25
1770,23.25,52.25
1771,23.75,52.25
1772,24.25,52.25
1773,24.75,52.25
1774,25.25,52.25
1775,25.75,52.25
1776,26.25,52.25
1777,26.75,52.25
1778,27.25,52.25
1779,27.75,52.25
1780,28.25,52.25
1781,28.75,52.25
1782,29.25,52.25
1783,29.75,52.25
1784,30.25,52.25
1785,30.75,52.25
1786,31.25,52.25
1787,31.75,52.25
1788,32.25,52.25
1789,32.75,52.25
1790,33.25,52.25
1791,33.75,52.25
1792,34.25,52.25
1793,34.75,52.25
1794,35.25,52.25
1795,35.75,52.25
1796,36.25,52.25
1797,36.75,52.25
1798,6.25,52.75
1799,6.75,52.75
1800,7.25,52.75
1801,7.75,52.75
1802,8.25,52.75
1803,8.75,52.75
1804,9.25,52.75
1805,9.75,52.75
1806,10.25,52.75
1807,10.75,52.75
1808,11.25,52.75
1809,11.75,52.75
1810,12.25,52.75
1811,12.75,52.75
1812,13.25,52.75
1813,13.75,52.75
1814,14.25,52.75
1815,14.75,52.75
1816,15.25,52.75
1817,15.75,52.75
1818,16.25,52.75
1819,16.75,52.75
1820,17.25,52.75
1821,17.75,52.75
1822,18.25,52.75
1823,18.75,52.75
1824,19.25,52.75
1825,19.75,52.75
1826,20.25,52.75
1827,20.75,52.75
1828,21.25,52.75
1829,21.75,52.75
1830,22.25,52.75
1831,22.75,52.75
1832,23.25,52.75
1833,23.75,52.75
1834,24.25,52.75
1835,24.75,52.75
1836,25.25,52.75
1837,25.75,52.75
1838,26.25,52.75
1839,26.75,52.75
1840,27.25,52.75
1841,27.75,52.75
1842,28.25,52.75
1843,28.75,52.75
1844,29.25,52.75
1845,29.75,52.75
1846,30.25,52.75
1847,30.75,52.75
1848,31.25,52.75
1849,31.75,52.75
1850,32.25,52.75
1851,32.75,52.75
1852,33.25,52.75
1853,33.75,52.75
1854,34.25,52.75
1855,34.75,52.75
1856,35.25,52.75
1857,35.75,52.75
1858,36.25,52.75
1859,36.75,52.75
1860,6.25,53.25
1861,6.75,53.25
1862,7.25,53.25
1863,7.75,53.25
1864,8.25,53.25
1865,8.75,53.25
1866,9.25,53.25
1867,9.75,53.25
1868,10.25,53.25
1869,10.75,53.25
1870,11.25,53.25
1871,11.75,53.25
1872,12.25,53.25
1873,12.75,53.25
1874,13.25,53.25
1875,13.75,53.25
1876,14.25,53.25
1877,14.75,53.25
1878,15.25,53.25
1879,15.75,53.25
1880,16.25,53.25
1881,16.75,53.25
1882,17.25,53.25
1883,17.75,53.25
1884,18.25,53.25
1885,18.75,53.25
1886,19.25,53.25
1887,19.75,53.25
1888,20.25,53.25
1889,20.75,53.25
1890,21.25,53.25
1891,21.75,53.25
1892,22.25,53.25
1893,22.75,53.25
1894,23.25,53.25
1895,23.75,53.25
1896,24.25,53.25
1897,24.75,53.25
1898,25.25,53.25
1899,25.75,53.25
1900,26.25,53.25
1901,26.75,53.25
1902,27.25,53.25
1903,27.75,53.25
1904,28.25,53.25
1905,28.75,53.25
1906,29.25,53.25
1907,29.75,53.25
1908,30.25,53.25
1909,30.75,53.25
1910,31.25,53.25
1911,31.75,53.25
1912,32.25,53.25
1913,32.75,53.25
1914,33.25,53.25
1915,33.75,53.25
1916,34.25,53.25
1917,34.75,53.25
1918,35.25,53.25
1919,35.75,53.25
1920,36.25,53.25
1921,36.75,53.25
1922,6.25,53.75
1923,6.75,53.75
1924,7.25,53.75
1925,7.75,53.75
1926,8.25,53.75
1927,8.75,53.75
1928,9.25,53.75
1929,9.75,53.75
1930,10.25,53.75
1931,10.75,53.75
1932,11.25,53.75
1933,11.75,53.75
1934,12.25,53.75
1935,12.75,53.75
1936,13.25,53.75
1937,13.75,53.75
1938,14.25,53.75
1939,14.75,53.75
1940,15.25,53.75
1941,15.75,53.75
1942,16.25,53.75
1943,16.75,53.75
1944,17.25,53.75
1945,17.75,53.75
1946,18.25,53.75
1947,18.75,53.75
1948,19.25,53.75
1949,19.75,53.75
1950,20.25,53.75
1951,20.75,53.75
1952,21.25,53.75
1953,21.75,53.75
1954,22.25,53.75
1955,22.75,53.75
1956,23.25,53.75
1957,23.75,53.75
1958,24.25,53.75
1959,24.75,53.75
1960,25.25,53.75
1961,25.75,53.75
1962,26.25,53.75
1963,26.75,53.75
1964,27.25,53.75
1965,27.75,53.75
1966,28.25,53.75
1967,28.75,53.75
1968,29.25,53.75
1969,29.75,53.75
1970,30.25,53.75
1971,30.75,53.75
1972,31.25,53.75
1973,31.75,53.75
1974,32.25,53.75
1975,32.75,53.75
1976,33.25,53.75
1977,33.75,53.75
1978,34.25,53.75
1979,34.75,53.75
1980,35.25,53.75
1981,35.75,53.75
1982,36.25,53.75
1983,36.75,53.75
1984,6.25,54.25
1985,6.75,54.25
1986,7.25,54.25
1987,7.75,54.25
1988,8.25,54.25
1989,8.75,54.25
1990,9.25,54.25
1991,9.75,54.25
1992,10.25,54.25
1993,10.75,54.25
1994,11.25,54.25
1995,11.75,54.25
1996,12.25,54.25
1997,12.75,54.25
1998,13.25,54.25
1999,13.75,54.25
2000,14.25,54.25
2001,14.75,54.25
2002,15.25,54.25
2003,15.75,54.25
2004,16.25,54.25
2005,16.75,54.25
2006,17.25,54.25
2007,17.75,54.25
2008,18.25,54.25
2009,18.75,54.25
2010,19.25,54.25
2011,19.75,54.25
2012,20.25,54.25
2013,20.75,54.25
2014,21.25,54.25
2015,21.75,54.25
2016,22.25,54.25
2017,22.75,54.25
2018,23.25,54.25
2019,23.75,54.25
2020,24.25,54.25
2021,24.75,54.25
2022,25.25,54.25
2023,25.75,54.25
2024,26.25,54.25
2025,26.75,54.25
2026,27.25,54.25
2027,27.75,54.25
2028,28.25,54.25
2029,28.75,54.25
2030,29.25,54.25
2031,29.75,54.25
2032,30.25,54.25
2033,30.75,54.25
2034,31.25,54.25
2035,31.75,54.25
2036,32.25,54.25
2037,32.75,54.25
2038,33.25,54.25
2039,33.75,54.25
2040,34.25,54.25
2041,34.75,54.25
2042,35.25,54.25
2043,35.75,54.25
2044,36.25,54.25
2045,36.75,54.25
2046,6.25,54.75
2047,6.75,54.75
2048,7.25,54.75
2049,7.75,54.75
2050,8.25,54.75
2051,8.75,54.75
2052,9.25,54.75
2053,9.75,54.75
2054,10.25,54.75
2055,10.75,54.75
2056,11.25,54.75
2057,11.75,54.75
2058,12.25,54.75
2059,12.75,54.75
2060,13.25,54.75
2061,13.75,54.75
2062,14.25,54.75
2063,14.75,54.75
2064,15.25,54.75
2065,15.75,54.75
2066,16.25,54.75
2067,16.75,54.75
2068,17.25,54.75
2069,17.75,54.75
2070,18.25,54.75
2071,18.75,54.75
2072,19.25,54.75
2073,19.75,54.75
2074,20.25,54.75
2075,20.75,54.75
2076,21.25,54.75
2077,21.75,54.75
2078,22.25,54.75
2079,22.75,54.75
2080,23.25,54.75
2081,23.75,54.75
2082,24.25,54.75
2083,24.75,54.75
2084,25.25,54.75
2085,25.75,54.75
2086,26.25,54.75
2087,26.75,54.75
2088,27.25,54.75
2089,27.75,54.75
2090,28.25,54.75
2091,28.75,54.75
2092,29.25,54.75
2093,29.75,54.75
2094,30.25,54.75
2095,30.75,54.75
2096,31.25,54.75
2097,31.75,54.75
2098,32.25,54.75
2099,32.75,54.75
2100,33.25,54.75
2101,33.75,54.75
2102,34.25,54.75
2103,34.75,54.75
2104,35.25,54.75
2105,35.75,54.75
2106,36.25,54.75
2107,36.75,54.75
2108,6.25,55.25
2109,6.75,55.25
2110,7.25,55.25
2111,7.75,55.25
2112,8.25,55.25
2113,8.75,55.25
2114,9.25,55.25
2115,9.75,55.25
2116,10.25,55.25
2117,10.75,55.25
2118,11.25,55.25
2119,11.75,55.25
2120,12.25,55.25
2121,12.75,55.25
2122,13.25,55.25
2123,13.75,55.25
2124,14.25,55.25
2125,14.75,55.25
2126,15.25,55.25
2127,15.75,55.25
2128,16.25,55.25
2129,16.75,55.25
2130,17.25,55.25
2131,17.75,55.25
2132,18.25,55.25
2133,18.75,55.25
2134,19.25,55.25
2135,19.75,55.25
2136,20.25,55.25
2137,20.75,55.25
2138,21.25,55.25
2139,21.75,55.25
2140,22.25,55.25
2141,22.75,55.25
2142,23.25,55.25
2143,23.75,55.25
2144,24.25,55.25
2145,24.75,55.25
2146,25.25,55.25
2147,25.75,55.25
2148,26.25,55.25
2149,26.75,55.25
2150,27.25,55.25
2151,27.75,55.25
2152,28.25,55.25
2153,28.75,55.25
2154,29.25,55.25
2155,29.75,55.25
2156,30.25,55.25
2157,30.75,55.25
2158,31.25,55.25
2159,31.75,55.25
2160,32.25,55.25
2161,32.75,55.25
2162,33.25,55.25
2163,33.75,55.25
2164,34.25,55.25
2165,34.75,55.25
2166,35.25,55.25
2167,35.75,55.25
2168,36.25,55.25
2169,36.75,55.25
2170,6.25,55.75
2171,6.75,55.75
2172,7.25,55.75
2173,7.75,55.75
2174,8.25,55.75
2175,8.75,55.75
2176,9.25,55.75
2177,9.75,55.75
2178,10.25,55.75
2179,10.75,55.75
2180,11.25,55.75
2181,11.75,55.75
2182,12.25,55.75
2183,12.75,55.75
2184,13.25,55.75
2185,13.75,55.75
2186,14.25,55.75
2187,14.75,55.75
2188,15.25,55.75
2189,15.75,55.75
2190,16.25,55.75
2191,16.75,55.75
2192,17.25,55.75
2193,17.75,55.75
2194,18.25,55.75
2195,18.75,55.75
2196,19.25,55.75
2197,19.75,55.75
2198,20.25,55.75
2199,20.75,55.75
2200,21.25,55.75
2201,21.75,55.75
2202,22.25,55.75
2203,22.75,55.75
2204,23.25,55.75
2205,23.75,55.75
2206,24.25,55.75
2207,24.75,55.75
2208,25.25,55.75
2209,25.75,55.75
2210,26.25,55.75
2211,26.75,55.75
2212,27.25,55.75
2213,27.75,55.75
2214,28.25,55.75
2215,28.75,55.75
2216,29.25,55.75
2217,29.75,55.75
2218,30.25,55.75
2219,30.75,55.75
2220,31.25,55.75
2221,31.75,55.75
2222,32.25,55.75
2223,32.75,55.75
2224,33.25,55.75
2225,33.75,55.75
2226,34.25,55.75
2227,34.75,55.75
2228,35.25,55.75
2229,35.75,55.75
2230,36.25,55.75
2231,36.75,55.75
2232,6.25,56.25
2233,6.75,56.25
2234,7.25,56.25
2235,7.75,56.25
2236,8.25,56.25
2237,8.75,56.25
2238,9.25,56.25
2239,9.75,56.25
2240,10.25,56.25
2241,10.75,56.25
2242,11.25,56.25
2243,11.75,56.25
2244,12.25,56.25
2245,12.75,56.25
2246,13.25,56.25
2247,13.75,56.25
2248,14.25,56.25
2249,14.75,56.25
2250,15.25,56.25
2251,15.75,56.25
2252,16.25,56.25
2253,16.75,56.25
2254,17.25,56.25
2255,17.75,56.25
2256,18.25,56.25
2257,18.75,56.25
2258,19.25,56.25
2259,19.75,56.25
2260,20.25,56.25
2261,20.75,56.25
2262,21.25,56.25
2263,21.75,56.25
2264,22.25,56.25
2265,22.75,56.25
2266,23.25,56.25
2267,23.75,56.25
2268,24.25,56.25
2269,24.75,56.25
2270,25.25,56.25
2271,25.75,56.25
2272,26.25,56.25
2273,26.75,56.25
2274,27.25,56.25
2275,27.75,56.25
2276,28.25,56.25
2277,28.75,56.25
2278,29.25,56.25
2279,29.75,56.25
2280,30.25,56.25
2281,30.75,56.25
2282,31.25,56.25
2283,31.75,56.25
2284,32.25,56.25
2285,32.75,56.25
2286,33.25,56.25
2287,33.75,56.25
2288,34.25,56.25
2289,34.75,56.25
2290,35.25,56.25
2291,35.75,56.25
2292,36.25,56.25
2293,36.75,56.25
2294,6.25,56.75
2295,6.75,56.75
2296,7.25,56.75
2297,7.75,56.75
2298,8.25,56.75
2299,8.75,56.75
2300,9.25,56.75
2301,9.75,56.75
2302,10.25,56.75
2303,10.75,56.75
2304,11.25,56.75
2305,11.75,56.75
2306,12.25,56.75
2307,12.75,56.75
2308,13.25,56.75
2309,13.75,56.75
2310,14.25,56.75
2311,14.75,56.75
2312,15.25,56.75
2313,15.75,56.75
2314,16.25,56.75
2315,16.75,56.75
2316,17.25,56.75
2317,17.75,56.75
2318,18.25,56.75
2319,18.75,56.75
2320,19.25,56.75
2321,19.75,56.75
2322,20.25,56.75
2323,20.75,56.75
2324,21.25,56.75
2325,21.75,56.75
2326,22.25,56.75
2327,22.75,56.75
2328,23.25,56.75
2329,23.75,56.75
2330,24.25,56.75
2331,24.75,56.75
2332,25.25,56.75
2333,25.75,56.75
2334,26.25,56.75
2335,26.75,56.75
2336,27.25,56.75
2337,27.75,56.75
2338,28.25,56.75
2339,28.75,56.75
2340,29.25,56.75
2341,29.75,56.75
2342,30.25,56.75
2343,30.75,56.75
2344,31.25,56.75
2345,31.75,56.75
2346,32.25,56.75
2347,32.75,56.75
2348,33.25,56.75
2349,33.75,56.75
2350,34.25,56.75
2351,34.75,56.75
2352,35.25,56.75
2353,35.75,56.75
2354,36.25,56.75
2355,36.75,56.75
2356,6.25,57.25
2357,6.75,57.25
2358,7.25,57.25
2359,7.75,57.25
2360,8.25,57.25
2361,8.75,57.25
2362,9.25,57.25
2363,9.75,57.25
2364,10.25,57.25
2365,10.75,57.25
2366,11.25,57.25
2367,11.75,57.25
2368,12.25,57.25
2369,12.75,57.25
2370,13.25,57.25
2371,13.75,57.25
2372,14.25,57.25
2373,14.75,57.25
2374,15.25,57.25
2375,15.75,57.25
2376,16.25,57.25
2377,16.75,57.25
2378,17.25,57.25
2379,17.75,57.25
2380,18.25,57.25
2381,18.75,57.25
2382,19.25,57.25
2383,19.75,57.25
2384,20.25,57.25
2385,20.75,57.25
2386,21.25,57.25
2387,21.75,57.25
2388,22.25,57.25
2389,22.75,57.25
2390,23.25,57.25
2391,23.75,57.25
2392,24.25,57.25
2393,24.75,57.25
2394,25.25,57.25
2395,25.75,57.25
2396,26.25,57.25
2397,26.75,57.25
2398,27.25,57.25
2399,27.75,57.25
2400,28.25,57.25
2401,28.75,57.25
2402,29.25,57.25
2403,29.75,57.25
2404,30.25,57.25
2405,30.75,57.25
2406,31.25,57.25
2407,31.75,57.25
2408,32.25,57.25
2409,32.75,57.25
2410,33.25,57.25
2411,33.75,57.25
2412,34.25,57.25
2413,34.75,57.25
2414,35.25,57.25
2415,35.75,57.25
2416,36.25,57.25
2417,36.75,57.25
2418,6.25,57.75
2419,6.75,57.75
2420,7.25,57.75
2421,7.75,57.75
2422,8.25,57.75
2423,8.75,57.75
2424,9.25,57.75
2425,9.75,57.75
2426,10.25,57.75
2427,10.75,57.75
2428,11.25,57.75
2429,11.75,57.75
2430,12.25,57.75
2431,12.75,57.75
2432,13.25,57.75
2433,13.75,57.75
2434,14.25,57.75
2435,14.75,57.75
2436,15.25,57.75
2437,15.75,57.75
2438,16.25,57.75
2439,16.75,57.75
2440,17.25,57.75
2441,17.75,57.75
2442,18.25,57.75
2443,18.75,57.75
2444,19.25,57.75
2445,19.75,57.75
2446,20.25,57.75
2447,20.75,57.75
2448,21.25,57.75
2449,21.75,57.75
2450,22.25,57.75
2451,22.75,57.75
2452,23.25,57.75
2453,23.75,57.75
2454,24.25,57.75
2455,24.75,57.75
2456,25.25,57.75
2457,25.75,57.75
2458,26.25,57.75
2459,26.75,57.75
2460,27.25,57.75
2461,27.75,57.75
2462,28.25,57.75
2463,28.75,57.75
2464,29.25,57.75
2465,29.75,57.75
2466,30.25,57.75
2467,30.75,57.75
2468,31.25,57.75
2469,31.75,57.75
2470,32.25,57.75
2471,32.75,57.75
2472,33.25,57.75
2473,33.75,57.75
2474,34.25,57.75
2475,34.75,57.75
2476,35.25,57.75
2477,35.75,57.75
2478,36.25,57.75
2479,36.75,57.75
2480,6.25,58.25
2481,6.75,58.25
2482,7.25,58.25
2483,7.75,58.25
2484,8.25,58.25
2485,8.75,58.25
2486,9.25,58.25
2487,9.75,58.25
2488,10.25,58.25
2489,10.75,58.25
2490,11.25,58.25
2491,11.75,58.25
2492,12.25,58.25
2493,12.75,58.25
2494,13.25,58.25
2495,13.75,58.25
2496,14.25,58.25
2497,14.75,58.25
2498,15.25,58.25
2499,15.75,58.25
2500,16.25,58.25
2501,16.75,58.25
2502,17.25,58.25
2503,17.75,58.25
2504,18.25,58.25
2505,18.75,58.25
2506,19.25,58.25
2507,19.75,58.25
2508,20.25,58.25
2509,20.75,58.25
2510,21.25,58.25
2511,21.75,58.25
2512,22.25,58.25
2513,22.75,58.25
2514,23.25,58.25
2515,23.75,58.25
2516,24.25,58.25
2517,24.75,58.25
2518,25.25,58.25
2519,25.75,58.25
2520,26.25,58.25
2521,26.75,58.25
2522,27.25,58.25
2523,27.75,58.25
2524,28.25,58.25
2525,28.75,58.25
2526,29.25,58.25
2527,29.75,58.25
2528,30.25,58.25
2529,30.75,58.25
2530,31.25,58.25
2531,31.75,58.25
2532,32.25,58.25
2533,32.75,58.25
2534,33.25,58.25
2535,33.75,58.25
2536,34.25,58.25
2537,34.75,58.25
2538,35.25,58.25
2539,35.75,58.25
2540,36.25,58.25
2541,36.75,58.25
2542,6.25,58.75
2543,6.75,58.75
2544,7.25,58.75
2545,7.75,58.75
2546,8.25,58.75
2547,8.75,58.75
2548,9.25,58.75
2549,9.75,58.75
2550,10.25,58.75
2551,10.75,58.75
2552,11.25,58.75
2553,11.75,58.75
2554,12.25,58.75
2555,12.75,58.75
2556,13.25,58.75
2557,13.75,58.75
2558,14.25,58.75
2559,14.75,58.75
2560,15.25,58.75
2561,15.75,58.75
2562,16.25,58.75
2563,16.75,58.75
2564,17.25,58.75
2565,17.75,58.75
2566,18.25,58.75
2567,18.75,58.75
2568,19.25,58.75
2569,19.75,58.75
2570,20.25,58.75
2571,20.75,58.75
2572,21.25,58.75
2573,21.75,58.75
2574,22.25,58.75
2575,22.75,58.75
2576,23.25,58.75
2577,23.75,58.75
2578,24.25,58.75
2579,24.75,58.75
2580,25.25,58.75
2581,25.75,58.75
2582,26.25,58.75
2583,26.75,58.75
2584,27.25,58.75
2585,27.75,58.75
2586,28.25,58.75
2587,28.75,58.75
2588,29.25,58.75
2589,29.75,58.75
2590,30.25,58.75
2591,30.75,58.75
2592,31.25,58.75
2593,31.75,58.75
2594,32.25,58.75
2595,32.75,58.75
2596,33.25,58.75
2597,33.75,58.75
2598,34.25,58.75
2599,34.75,58.75
2600,35.25,58.75
2601,35.75,58.75
2602,36.25,58.75
2603,36.75,58.75
2604,6.25,59.25
2605,6.75,59.25
2606,7.25,59.25
2607,7.75,59.25
2608,8.25,59.25
2609,8.75,59.25
2610,9.25,59.25
2611,9.75,59.25
2612,10.25,59.25
2613,10.75,59.25
2614,11.25,59.25
2615,11.75,59.25
2616,12.25,59.25
2617,12.75,59.25
2618,13.25,59.25
2619,13.75,59.25
2620,14.25,59.25
2621,14.75,59.25
2622,15.25,59.25
2623,15.75,59.25
2624,16.25,59.25
2625,16.75,59.25
2626,17.25,59.25
2627,17.75,59.25
2628,18.25,59.25
2629,18.75,59.25
2630,19.25,59.25
2631,19.75,59.25
