,lat,lon,forestcoverfraction,year_month,count,sum_frp
2508,25.75,92.75,39,2016-01,1,17.4
2509,25.75,92.75,39,2016-02,1,19.0
2510,25.75,92.75,39,2016-03,97,6094.5
2511,25.75,92.75,39,2016-04,74,6629.500000000001
2512,25.75,92.75,39,2017-02,8,227.3
2513,25.75,92.75,39,2017-03,21,874.9
2514,25.75,92.75,39,2017-04,91,5371.7
2515,25.75,92.75,39,2018-03,24,1197.1
2516,25.75,92.75,39,2018-04,36,2096.5
2517,25.75,92.75,39,2019-02,5,142.5
2518,25.75,92.75,39,2019-03,21,2283.7
2519,25.75,92.75,39,2019-04,17,1666.6
2520,25.75,92.75,39,2020-03,71,5196.9
2521,25.75,92.75,39,2020-04,28,1819.3
2522,25.75,92.75,39,2020-05,1,34.2
2523,25.75,92.75,39,2021-02,1,14.9
2524,25.75,92.75,39,2021-03,86,6066.5
2525,25.75,92.75,39,2021-04,90,9582.7
2526,25.75,92.75,39,2022-03,83,6202.6
2527,25.75,92.75,39,2022-04,18,927.6
2528,25.75,92.75,39,2023-02,2,49.8
2529,25.75,92.75,39,2023-03,14,660.3
2530,25.75,92.75,39,2023-04,127,12748.1
2531,25.75,92.75,39,2023-05,2,110.1
2532,25.75,92.75,39,2024-03,29,1504.2
2533,25.75,92.75,39,2024-04,84,6391.6
2534,25.75,92.75,39,2024-05,2,38.5
2535,26.25,92.75,22,2001-04,1,46.1
2536,26.25,92.75,22,2003-03,1,20.9
2537,26.25,92.75,22,2003-04,1,62.7
2538,26.25,92.75,22,2004-03,3,373.7000000000001
2539,26.25,92.75,22,2004-04,1,48.9
2540,26.25,92.75,22,2004-05,1,44.0
2541,26.25,92.75,22,2005-03,3,288.1
2542,26.25,92.75,22,2005-04,8,211.0
2543,26.25,92.75,22,2006-02,3,45.8
2544,26.25,92.75,22,2006-03,10,829.0
2545,26.25,92.75,22,2006-04,5,177.7
2546,26.25,92.75,22,2006-12,1,13.8
2547,26.25,92.75,22,2007-01,4,78.10000000000001
2548,26.25,92.75,22,2007-02,1,32.7
2549,26.25,92.75,22,2007-03,5,459.7
2550,26.25,92.75,22,2007-04,9,376.0
2551,26.25,92.75,22,2007-05,1,92.1
2552,26.25,92.75,22,2008-03,1,105.2
2553,26.25,92.75,22,2008-04,22,1195.3
2554,26.25,92.75,22,2009-03,9,1052.8000000000002
2555,26.25,92.75,22,2009-04,21,1435.2
2556,26.25,92.75,22,2009-05,1,25.2
2557,26.25,92.75,22,2010-02,1,47.0
2558,26.25,92.75,22,2010-03,6,237.6
2559,26.25,92.75,22,2010-04,5,347.1
2560,26.25,92.75,22,2010-05,1,40.9
2561,26.25,92.75,22,2011-03,3,130.5
2562,26.25,92.75,22,2011-04,6,193.1
2563,26.25,92.75,22,2011-12,5,72.8
2564,26.25,92.75,22,2012-02,13,286.1
2565,26.25,92.75,22,2012-03,6,260.7
2566,26.25,92.75,22,2012-04,3,206.0
2567,26.25,92.75,22,2013-02,4,68.1
2568,26.25,92.75,22,2013-03,10,1050.5
2569,26.25,92.75,22,2013-04,21,1097.5
2570,26.25,92.75,22,2014-01,3,65.7
2571,26.25,92.75,22,2014-02,3,51.0
2572,26.25,92.75,22,2014-03,7,378.9
2573,26.25,92.75,22,2014-04,17,1251.5
2574,26.25,92.75,22,2014-12,3,56.6
2575,26.25,92.75,22,2015-01,6,152.3
2576,26.25,92.75,22,2015-03,12,596.3
2577,26.25,92.75,22,2015-04,4,214.9
2578,26.25,92.75,22,2016-01,3,54.900000000000006
2579,26.25,92.75,22,2016-02,1,12.1
2580,26.25,92.75,22,2016-03,5,94.6
2581,26.25,92.75,22,2016-04,15,824.6999999999999
2582,26.25,92.75,22,2016-05,1,17.9
2583,26.25,92.75,22,2017-01,2,60.3
2584,26.25,92.75,22,2017-02,1,17.9
2585,26.25,92.75,22,2017-03,3,128.0
2586,26.25,92.75,22,2017-04,8,229.5
2587,26.25,92.75,22,2017-05,1,22.2
2588,26.25,92.75,22,2018-03,2,44.6
2589,26.25,92.75,22,2018-04,7,305.70000000000005
2590,26.25,92.75,22,2019-01,7,101.4
2591,26.25,92.75,22,2019-02,1,18.0
2592,26.25,92.75,22,2019-03,2,43.9
2593,26.25,92.75,22,2019-04,1,15.2
2594,26.25,92.75,22,2019-05,2,95.2
2595,26.25,92.75,22,2020-01,1,19.9
2596,26.25,92.75,22,2020-03,1,38.0
2597,26.25,92.75,22,2020-04,6,216.7
2598,26.25,92.75,22,2020-05,1,88.6
2599,26.25,92.75,22,2021-03,5,185.8
2600,26.25,92.75,22,2021-04,2,40.900000000000006
2601,26.25,92.75,22,2021-11,1,18.0
2602,26.25,92.75,22,2022-01,3,63.3
2603,26.25,92.75,22,2022-02,1,12.5
2604,26.25,92.75,22,2022-03,8,178.89999999999998
2605,26.25,92.75,22,2022-04,8,224.0
2606,26.25,92.75,22,2023-02,2,60.4
2607,26.25,92.75,22,2023-03,5,131.3
2608,26.25,92.75,22,2023-04,14,601.5999999999999
2609,26.25,92.75,22,2024-01,2,48.5
2610,26.25,92.75,22,2024-02,3,55.1
2611,26.25,92.75,22,2024-04,12,595.4
2612,26.75,92.75,24,2004-03,1,24.0
2613,26.75,92.75,24,2005-03,2,67.1
2614,26.75,92.75,24,2006-12,1,30.5
2615,26.75,92.75,24,2008-01,2,30.2
2616,26.75,92.75,24,2008-02,2,41.4
2617,26.75,92.75,24,2009-04,1,25.6
2618,26.75,92.75,24,2010-02,2,29.9
2619,26.75,92.75,24,2010-03,1,25.5
2620,26.75,92.75,24,2011-12,1,19.8
2621,26.75,92.75,24,2012-02,1,13.6
2622,26.75,92.75,24,2012-04,1,18.2
2623,26.75,92.75,24,2012-12,1,22.0
2624,26.75,92.75,24,2013-01,4,156.0
2625,26.75,92.75,24,2014-03,2,36.8
2626,26.75,92.75,24,2014-04,1,15.2
2627,26.75,92.75,24,2015-01,1,23.8
2628,26.75,92.75,24,2015-02,1,19.7
2629,26.75,92.75,24,2015-03,2,50.2
2630,26.75,92.75,24,2018-02,1,13.8
2631,26.75,92.75,24,2019-02,1,66.0
2632,26.75,92.75,24,2019-03,1,23.5
2633,26.75,92.75,24,2020-03,1,18.7
2634,26.75,92.75,24,2021-12,1,37.3
2635,26.75,92.75,24,2024-02,2,170.5
2636,26.75,92.75,24,2024-03,1,32.7
2637,27.25,92.75,70,2001-01,1,14.7
2638,27.25,92.75,70,2001-05,5,158.5
2639,27.25,92.75,70,2002-01,3,99.2
2640,27.25,92.75,70,2002-02,1,45.4
2641,27.25,92.75,70,2002-05,5,229.2
2642,27.25,92.75,70,2003-01,2,90.4
2643,27.25,92.75,70,2003-03,1,44.7
2644,27.25,92.75,70,2003-04,8,1088.3
2645,27.25,92.75,70,2003-05,17,1109.9
2646,27.25,92.75,70,2004-02,4,283.4
2647,27.25,92.75,70,2004-03,2,37.5
2648,27.25,92.75,70,2004-04,16,683.4
2649,27.25,92.75,70,2004-05,10,675.3
2650,27.25,92.75,70,2005-03,4,147.4
2651,27.25,92.75,70,2005-04,13,658.1
2652,27.25,92.75,70,2006-01,4,84.3
2653,27.25,92.75,70,2006-02,2,31.0
2654,27.25,92.75,70,2006-03,25,776.2
2655,27.25,92.75,70,2006-04,12,1724.3
2656,27.25,92.75,70,2006-05,5,353.90000000000003
2657,27.25,92.75,70,2007-01,3,88.10000000000001
2658,27.25,92.75,70,2007-03,6,283.09999999999997
2659,27.25,92.75,70,2007-04,11,448.4
2660,27.25,92.75,70,2007-05,13,783.0
2661,27.25,92.75,70,2007-07,1,91.9
2662,27.25,92.75,70,2008-01,1,25.6
2663,27.25,92.75,70,2008-03,1,16.4
2664,27.25,92.75,70,2008-04,4,313.8
2665,27.25,92.75,70,2008-05,33,2790.3
2666,27.25,92.75,70,2009-01,1,21.4
2667,27.25,92.75,70,2009-02,1,14.0
2668,27.25,92.75,70,2009-03,26,1382.5
2669,27.25,92.75,70,2009-04,34,2530.7
2670,27.25,92.75,70,2009-05,11,2607.4
2671,27.25,92.75,70,2010-01,3,112.4
2672,27.25,92.75,70,2010-03,6,118.9
2673,27.25,92.75,70,2010-05,5,172.7
2674,27.25,92.75,70,2011-02,3,410.3
2675,27.25,92.75,70,2011-03,6,345.5
2676,27.25,92.75,70,2011-04,16,1041.0
2677,27.25,92.75,70,2011-05,4,302.5
2678,27.25,92.75,70,2011-06,1,36.1
2679,27.25,92.75,70,2011-12,1,17.0
2680,27.25,92.75,70,2012-02,1,15.2
2681,27.25,92.75,70,2012-03,6,162.0
2682,27.25,92.75,70,2012-04,13,875.2
2683,27.25,92.75,70,2012-05,33,2761.9
2684,27.25,92.75,70,2013-01,1,17.1
2685,27.25,92.75,70,2013-02,4,139.20000000000002
2686,27.25,92.75,70,2013-04,1,49.9
2687,27.25,92.75,70,2013-05,1,37.9
2688,27.25,92.75,70,2013-12,1,15.1
2689,27.25,92.75,70,2014-01,4,96.4
2690,27.25,92.75,70,2014-02,1,18.7
2691,27.25,92.75,70,2014-03,8,220.0
2692,27.25,92.75,70,2014-04,12,1699.1
2693,27.25,92.75,70,2014-05,6,223.6
2694,27.25,92.75,70,2015-01,3,96.9
2695,27.25,92.75,70,2015-03,8,226.1
2696,27.25,92.75,70,2015-04,4,116.7
2697,27.25,92.75,70,2015-05,3,90.1
2698,27.25,92.75,70,2016-02,3,141.4
2699,27.25,92.75,70,2016-03,8,552.7
2700,27.25,92.75,70,2016-04,2,50.1
2701,27.25,92.75,70,2016-05,1,61.2
2702,27.25,92.75,70,2017-01,1,28.8
2703,27.25,92.75,70,2017-02,3,64.9
2704,27.25,92.75,70,2017-03,1,40.0
2705,27.25,92.75,70,2017-04,22,1832.5
2706,27.25,92.75,70,2017-05,4,236.2
2707,27.25,92.75,70,2018-03,6,131.6
2708,27.25,92.75,70,2018-04,7,252.8
2709,27.25,92.75,70,2018-06,1,20.8
2710,27.25,92.75,70,2018-12,1,20.8
2711,27.25,92.75,70,2019-01,5,110.9
2712,27.25,92.75,70,2019-02,1,18.2
2713,27.25,92.75,70,2019-04,5,224.0
2714,27.25,92.75,70,2020-02,3,47.400000000000006
2715,27.25,92.75,70,2020-03,1,65.5
2716,27.25,92.75,70,2020-12,1,37.3
2717,27.25,92.75,70,2021-02,10,240.8
2718,27.25,92.75,70,2021-03,8,1272.9
2719,27.25,92.75,70,2021-04,11,387.6
2720,27.25,92.75,70,2022-03,26,1532.4
2721,27.25,92.75,70,2022-04,1,80.9
2722,27.25,92.75,70,2022-05,7,234.09999999999997
2723,27.25,92.75,70,2022-10,1,36.6
2724,27.25,92.75,70,2023-02,1,17.1
2725,27.25,92.75,70,2023-04,5,448.6
2726,27.25,92.75,70,2023-05,1,100.7
2727,27.25,92.75,70,2024-01,1,16.9
2728,27.25,92.75,70,2024-03,2,40.0
2729,27.25,92.75,70,2024-04,4,133.2
2730,27.25,92.75,70,2024-05,1,36.0
2731,27.75,92.75,41,2001-05,13,532.2
2732,27.75,92.75,41,2002-05,6,622.3000000000001
2733,27.75,92.75,41,2003-04,8,514.5
2734,27.75,92.75,41,2003-05,9,838.6
2735,27.75,92.75,41,2004-04,3,175.3
2736,27.75,92.75,41,2004-05,1,23.7
2737,27.75,92.75,41,2005-04,23,1129.1999999999998
2738,27.75,92.75,41,2006-03,6,219.9
2739,27.75,92.75,41,2006-04,1,69.8
2740,27.75,92.75,41,2007-03,1,26.1
2741,27.75,92.75,41,2007-04,7,665.6
2742,27.75,92.75,41,2007-05,1,58.9
2743,27.75,92.75,41,2008-04,4,510.5
2744,27.75,92.75,41,2008-05,8,515.9
2745,27.75,92.75,41,2009-03,2,38.9
2746,27.75,92.75,41,2009-04,4,194.6
2747,27.75,92.75,41,2010-01,1,31.9
2748,27.75,92.75,41,2010-05,4,402.5
2749,27.75,92.75,41,2012-04,3,54.5
2750,27.75,92.75,41,2012-05,5,257.9
2751,27.75,92.75,41,2013-03,4,90.8
2752,27.75,92.75,41,2013-05,2,111.6
2753,27.75,92.75,41,2014-04,6,413.9
2754,27.75,92.75,41,2015-03,3,122.6
2755,27.75,92.75,41,2016-03,2,38.2
2756,27.75,92.75,41,2017-02,1,14.2
2757,27.75,92.75,41,2017-03,1,42.2
2758,27.75,92.75,41,2017-04,3,129.89999999999998
2759,27.75,92.75,41,2018-04,1,37.7
2760,27.75,92.75,41,2020-04,3,67.4
2761,27.75,92.75,41,2020-05,1,17.8
2762,27.75,92.75,41,2021-03,1,28.8
2763,22.25,93.25,49,2001-03,12,1378.1
2764,22.25,93.25,49,2001-04,4,178.7
2765,22.25,93.25,49,2002-03,1,25.0
2766,22.25,93.25,49,2002-04,1,95.1
2767,22.25,93.25,49,2003-02,3,180.8
2768,22.25,93.25,49,2003-03,17,6895.5
2769,22.25,93.25,49,2003-04,2,211.6
2770,22.25,93.25,49,2004-03,89,27979.7
2771,22.25,93.25,49,2004-04,1,24.6
2772,22.25,93.25,49,2005-01,1,15.8
2773,22.25,93.25,49,2005-02,5,243.9
2774,22.25,93.25,49,2005-03,19,2473.9
2775,22.25,93.25,49,2005-04,28,6979.8
2776,22.25,93.25,49,2006-01,1,13.9
2777,22.25,93.25,49,2006-02,6,867.0
2778,22.25,93.25,49,2006-03,66,9402.7
2779,22.25,93.25,49,2006-04,9,586.2
2780,22.25,93.25,49,2007-02,4,692.8
2781,22.25,93.25,49,2007-03,39,2562.3999999999996
2782,22.25,93.25,49,2007-04,6,395.0
2783,22.25,93.25,49,2008-02,3,154.5
2784,22.25,93.25,49,2008-03,18,2167.9
2785,22.25,93.25,49,2008-04,5,228.8
2786,22.25,93.25,49,2009-02,22,1511.9
2787,22.25,93.25,49,2009-03,35,2764.5
2788,22.25,93.25,49,2009-04,4,540.3
2789,22.25,93.25,49,2010-01,2,153.3
2790,22.25,93.25,49,2010-02,8,242.8
2791,22.25,93.25,49,2010-03,83,4874.9
2792,22.25,93.25,49,2010-04,1,60.0
2793,22.25,93.25,49,2011-02,2,62.8
2794,22.25,93.25,49,2011-03,15,690.7
2795,22.25,93.25,49,2011-04,4,917.7
2796,22.25,93.25,49,2012-02,7,721.0
2797,22.25,93.25,49,2012-03,60,5656.9
2798,22.25,93.25,49,2012-04,12,940.6
2799,22.25,93.25,49,2013-02,2,92.9
2800,22.25,93.25,49,2013-03,24,2459.6
2801,22.25,93.25,49,2013-04,15,891.4
2802,22.25,93.25,49,2014-03,21,1924.9
2803,22.25,93.25,49,2014-04,11,281.3
2804,22.25,93.25,49,2015-03,22,3708.6
2805,22.25,93.25,49,2016-02,1,51.6
2806,22.25,93.25,49,2016-03,23,3399.1000000000004
2807,22.25,93.25,49,2016-04,6,198.1
2808,22.25,93.25,49,2017-02,2,564.3
2809,22.25,93.25,49,2017-03,10,2158.3
2810,22.25,93.25,49,2018-02,5,206.5
2811,22.25,93.25,49,2018-03,16,1870.9
2812,22.25,93.25,49,2018-04,5,241.4
2813,22.25,93.25,49,2019-02,2,347.2
2814,22.25,93.25,49,2019-03,16,5130.099999999999
2815,22.25,93.25,49,2020-02,4,320.70000000000005
2816,22.25,93.25,49,2020-03,13,1855.6
2817,22.25,93.25,49,2020-04,5,152.10000000000002
2818,22.25,93.25,49,2020-05,1,18.5
2819,22.25,93.25,49,2021-02,3,124.5
2820,22.25,93.25,49,2021-03,28,4392.5
2821,22.25,93.25,49,2021-04,17,1215.0
2822,22.25,93.25,49,2022-03,23,20233.0
2823,22.25,93.25,49,2023-02,4,273.0
2824,22.25,93.25,49,2023-03,4,2596.2
2825,22.25,93.25,49,2023-04,4,134.10000000000002
2826,22.25,93.25,49,2024-03,17,1590.5
2827,22.25,93.25,49,2024-04,1,14.9
2828,22.75,93.25,47,2001-03,18,15530.1
2829,22.75,93.25,47,2001-04,3,34.4
2830,22.75,93.25,47,2002-03,1,21.5
2831,22.75,93.25,47,2003-02,3,364.2
2832,22.75,93.25,47,2003-03,41,10499.4
2833,22.75,93.25,47,2003-04,6,1531.1
2834,22.75,93.25,47,2004-02,3,156.2
2835,22.75,93.25,47,2004-03,79,10421.6
2836,22.75,93.25,47,2005-02,8,432.1
2837,22.75,93.25,47,2005-03,23,3447.3999999999996
2838,22.75,93.25,47,2005-04,67,13112.8
2839,22.75,93.25,47,2006-02,7,952.4
2840,22.75,93.25,47,2006-03,96,20748.3
2841,22.75,93.25,47,2006-04,7,230.0
2842,22.75,93.25,47,2007-02,8,689.7
2843,22.75,93.25,47,2007-03,34,4755.1
2844,22.75,93.25,47,2007-04,29,1758.3
2845,22.75,93.25,47,2008-02,2,71.0
2846,22.75,93.25,47,2008-03,24,7910.0
2847,22.75,93.25,47,2008-04,13,3209.2999999999997
2848,22.75,93.25,47,2009-02,13,552.5
2849,22.75,93.25,47,2009-03,62,5517.5
2850,22.75,93.25,47,2009-04,19,819.9000000000001
2851,22.75,93.25,47,2010-02,4,285.3
2852,22.75,93.25,47,2010-03,71,16361.7
2853,22.75,93.25,47,2010-04,14,13548.8
2854,22.75,93.25,47,2011-03,45,8311.4
2855,22.75,93.25,47,2011-04,2,141.5
2856,22.75,93.25,47,2012-02,2,49.8
2857,22.75,93.25,47,2012-03,58,8063.299999999999
2858,22.75,93.25,47,2012-04,1,35.1
2859,22.75,93.25,47,2013-02,5,275.1
2860,22.75,93.25,47,2013-03,72,12651.9
2861,22.75,93.25,47,2013-04,31,1164.1
2862,22.75,93.25,47,2014-03,14,2685.8999999999996
2863,22.75,93.25,47,2014-04,12,722.0
2864,22.75,93.25,47,2015-02,3,149.6
2865,22.75,93.25,47,2015-03,63,13946.4
2866,22.75,93.25,47,2015-04,1,58.7
2867,22.75,93.25,47,2015-05,2,523.0
2868,22.75,93.25,47,2016-03,25,4060.599999999999
2869,22.75,93.25,47,2016-04,3,192.3
2870,22.75,93.25,47,2017-02,2,84.6
2871,22.75,93.25,47,2017-03,19,6607.200000000001
2872,22.75,93.25,47,2017-04,18,2690.1
2873,22.75,93.25,47,2018-02,3,326.2
2874,22.75,93.25,47,2018-03,35,8864.3
2875,22.75,93.25,47,2019-02,6,133.2
2876,22.75,93.25,47,2019-03,42,8954.1
2877,22.75,93.25,47,2019-04,4,272.4
2878,22.75,93.25,47,2020-02,1,25.3
2879,22.75,93.25,47,2020-03,25,4468.5
2880,22.75,93.25,47,2020-04,9,1105.7
2881,22.75,93.25,47,2021-02,4,175.9
2882,22.75,93.25,47,2021-03,76,20434.6
2883,22.75,93.25,47,2021-04,20,851.9000000000001
2884,22.75,93.25,47,2021-05,1,33.9
2885,22.75,93.25,47,2022-03,63,19208.4
2886,22.75,93.25,47,2023-02,2,40.400000000000006
2887,22.75,93.25,47,2023-03,29,3414.0
2888,22.75,93.25,47,2023-04,10,5954.4
2889,22.75,93.25,47,2024-02,2,46.599999999999994
2890,22.75,93.25,47,2024-03,12,1170.7
2891,22.75,93.25,47,2024-04,5,367.1
2892,23.25,93.25,49,2001-03,41,9365.4
2893,23.25,93.25,49,2002-02,4,142.0
2894,23.25,93.25,49,2002-03,24,10577.4
2895,23.25,93.25,49,2003-02,19,951.1
2896,23.25,93.25,49,2003-03,163,39217.6
2897,23.25,93.25,49,2003-04,34,9092.2
2898,23.25,93.25,49,2004-02,15,1446.1
2899,23.25,93.25,49,2004-03,257,74390.40000000001
2900,23.25,93.25,49,2004-04,1,30.3
2901,23.25,93.25,49,2005-02,19,3508.7000000000003
2902,23.25,93.25,49,2005-03,128,30994.9
2903,23.25,93.25,49,2005-04,12,3864.499999999999
2904,23.25,93.25,49,2006-01,1,27.4
2905,23.25,93.25,49,2006-02,17,1133.1
2906,23.25,93.25,49,2006-03,255,65328.5
2907,23.25,93.25,49,2006-04,11,304.59999999999997
2908,23.25,93.25,49,2006-12,1,32.5
2909,23.25,93.25,49,2007-01,2,72.7
2910,23.25,93.25,49,2007-02,7,282.0
2911,23.25,93.25,49,2007-03,198,57945.6
2912,23.25,93.25,49,2007-04,5,540.3000000000001
2913,23.25,93.25,49,2008-02,4,164.0
2914,23.25,93.25,49,2008-03,130,18485.6
2915,23.25,93.25,49,2008-04,6,505.4
2916,23.25,93.25,49,2009-02,14,1507.2
2917,23.25,93.25,49,2009-03,196,41331.5
2918,23.25,93.25,49,2009-04,22,1603.1
2919,23.25,93.25,49,2010-02,2,71.6
2920,23.25,93.25,49,2010-03,230,50612.5
2921,23.25,93.25,49,2010-04,5,3070.7
2922,23.25,93.25,49,2011-01,1,16.1
2923,23.25,93.25,49,2011-02,1,83.7
2924,23.25,93.25,49,2011-03,124,31330.7
2925,23.25,93.25,49,2011-04,9,916.7
2926,23.25,93.25,49,2012-02,4,64.6
2927,23.25,93.25,49,2012-03,159,47378.2
2928,23.25,93.25,49,2012-04,4,308.0
2929,23.25,93.25,49,2013-01,2,67.3
2930,23.25,93.25,49,2013-02,6,313.4
2931,23.25,93.25,49,2013-03,186,55468.9
2932,23.25,93.25,49,2013-04,9,512.7
2933,23.25,93.25,49,2014-03,139,52212.8
2934,23.25,93.25,49,2014-04,9,635.6999999999999
2935,23.25,93.25,49,2015-01,1,17.6
2936,23.25,93.25,49,2015-02,3,163.4
2937,23.25,93.25,49,2015-03,232,64831.4
2938,23.25,93.25,49,2015-04,15,3625.0
2939,23.25,93.25,49,2015-05,2,207.0
2940,23.25,93.25,49,2016-01,1,23.9
2941,23.25,93.25,49,2016-03,83,22755.4
2942,23.25,93.25,49,2016-04,4,163.8
2943,23.25,93.25,49,2017-01,1,15.3
2944,23.25,93.25,49,2017-02,7,226.6
2945,23.25,93.25,49,2017-03,8,632.7
2946,23.25,93.25,49,2017-04,141,39132.9
2947,23.25,93.25,49,2018-03,175,49706.9
2948,23.25,93.25,49,2019-02,1,91.3
2949,23.25,93.25,49,2019-03,141,32033.4
2950,23.25,93.25,49,2019-04,12,3182.4
2951,23.25,93.25,49,2020-02,2,38.1
2952,23.25,93.25,49,2020-03,109,31670.9
2953,23.25,93.25,49,2020-04,3,96.0
2954,23.25,93.25,49,2021-01,1,17.1
2955,23.25,93.25,49,2021-02,6,379.3
2956,23.25,93.25,49,2021-03,162,65355.6
2957,23.25,93.25,49,2021-04,3,134.0
2958,23.25,93.25,49,2022-02,7,338.9
2959,23.25,93.25,49,2022-03,209,87152.5
2960,23.25,93.25,49,2022-04,2,64.7
2961,23.25,93.25,49,2023-02,9,496.7
2962,23.25,93.25,49,2023-03,124,29512.4
2963,23.25,93.25,49,2023-04,1,61.5
2964,23.25,93.25,49,2024-02,5,161.2
2965,23.25,93.25,49,2024-03,78,21121.9
2966,23.75,93.25,52,2001-03,36,6431.3
2967,23.75,93.25,52,2001-04,1,36.7
2968,23.75,93.25,52,2002-02,2,51.8
2969,23.75,93.25,52,2002-03,5,4705.2
2970,23.75,93.25,52,2002-04,1,16.7
2971,23.75,93.25,52,2003-01,4,80.7
2972,23.75,93.25,52,2003-02,26,16753.1
2973,23.75,93.25,52,2003-03,136,27387.7
2974,23.75,93.25,52,2003-04,44,13613.5
2975,23.75,93.25,52,2004-01,3,114.8
2976,23.75,93.25,52,2004-02,17,1730.4
2977,23.75,93.25,52,2004-03,205,50762.6
2978,23.75,93.25,52,2005-02,36,4410.1
2979,23.75,93.25,52,2005-03,58,15063.3
2980,23.75,93.25,52,2005-04,98,28386.1
2981,23.75,93.25,52,2006-02,65,29477.300000000003
2982,23.75,93.25,52,2006-03,175,38529.2
2983,23.75,93.25,52,2006-04,31,959.0
2984,23.75,93.25,52,2006-05,1,25.7
2985,23.75,93.25,52,2007-01,2,124.7
2986,23.75,93.25,52,2007-02,15,2097.7000000000003
2987,23.75,93.25,52,2007-03,160,42118.9
2988,23.75,93.25,52,2007-04,5,89.69999999999999
2989,23.75,93.25,52,2007-12,3,155.7
2990,23.75,93.25,52,2008-02,5,351.8
2991,23.75,93.25,52,2008-03,117,25937.6
2992,23.75,93.25,52,2008-04,14,863.5
2993,23.75,93.25,52,2009-01,1,29.3
2994,23.75,93.25,52,2009-02,23,817.8
2995,23.75,93.25,52,2009-03,191,31314.800000000003
2996,23.75,93.25,52,2009-04,7,335.5
2997,23.75,93.25,52,2010-01,1,20.1
2998,23.75,93.25,52,2010-02,12,406.00000000000006
2999,23.75,93.25,52,2010-03,307,88945.0
3000,23.75,93.25,52,2010-04,1,31.5
3001,23.75,93.25,52,2011-02,1,17.0
3002,23.75,93.25,52,2011-03,85,17446.6
3003,23.75,93.25,52,2011-05,3,101.8
3004,23.75,93.25,52,2011-12,1,24.1
3005,23.75,93.25,52,2012-01,4,247.0
3006,23.75,93.25,52,2012-02,8,190.7
3007,23.75,93.25,52,2012-03,143,25667.9
3008,23.75,93.25,52,2012-04,5,104.5
3009,23.75,93.25,52,2012-12,2,62.3
3010,23.75,93.25,52,2013-01,1,17.8
3011,23.75,93.25,52,2013-02,16,9830.3
3012,23.75,93.25,52,2013-03,116,49957.9
3013,23.75,93.25,52,2013-04,21,795.5
3014,23.75,93.25,52,2014-01,2,79.7
3015,23.75,93.25,52,2014-02,7,626.7
3016,23.75,93.25,52,2014-03,126,36185.3
3017,23.75,93.25,52,2014-04,5,458.6
3018,23.75,93.25,52,2015-01,1,83.6
3019,23.75,93.25,52,2015-02,2,48.5
3020,23.75,93.25,52,2015-03,185,48124.4
3021,23.75,93.25,52,2015-04,1,85.3
3022,23.75,93.25,52,2016-01,3,109.7
3023,23.75,93.25,52,2016-02,1,55.5
3024,23.75,93.25,52,2016-03,82,14906.7
3025,23.75,93.25,52,2016-04,1,23.8
3026,23.75,93.25,52,2017-01,2,33.5
3027,23.75,93.25,52,2017-02,12,668.6
3028,23.75,93.25,52,2017-03,19,2433.3999999999996
3029,23.75,93.25,52,2017-04,98,33814.6
3030,23.75,93.25,52,2017-05,3,906.9
3031,23.75,93.25,52,2018-01,1,18.5
3032,23.75,93.25,52,2018-02,14,925.5
3033,23.75,93.25,52,2018-03,102,21613.3
3034,23.75,93.25,52,2019-02,11,1630.3000000000002
3035,23.75,93.25,52,2019-03,96,17572.7
3036,23.75,93.25,52,2019-04,9,1895.9
3037,23.75,93.25,52,2020-01,1,18.1
3038,23.75,93.25,52,2020-02,10,1884.1
3039,23.75,93.25,52,2020-03,96,14772.2
3040,23.75,93.25,52,2020-04,2,179.39999999999998
3041,23.75,93.25,52,2021-01,4,237.9
3042,23.75,93.25,52,2021-02,25,5247.0
3043,23.75,93.25,52,2021-03,146,60009.2
3044,23.75,93.25,52,2021-04,4,138.39999999999998
3045,23.75,93.25,52,2022-02,5,171.0
3046,23.75,93.25,52,2022-03,139,43593.3
3047,23.75,93.25,52,2022-04,1,17.0
3048,23.75,93.25,52,2023-01,1,17.7
3049,23.75,93.25,52,2023-02,7,893.6999999999999
3050,23.75,93.25,52,2023-03,75,13688.9
3051,23.75,93.25,52,2024-02,2,49.2
3052,23.75,93.25,52,2024-03,60,9942.7
3053,23.75,93.25,52,2024-04,1,21.3
3054,24.25,93.25,65,2001-02,1,27.8
3055,24.25,93.25,65,2001-03,18,2580.8
3056,24.25,93.25,65,2001-04,1,38.8
3057,24.25,93.25,65,2002-03,12,1813.1
3058,24.25,93.25,65,2003-02,6,387.6
3059,24.25,93.25,65,2003-03,73,15594.7
3060,24.25,93.25,65,2003-04,219,64068.2
3061,24.25,93.25,65,2004-02,7,1104.5
3062,24.25,93.25,65,2004-03,512,150471.7
3063,24.25,93.25,65,2005-02,2,220.4
3064,24.25,93.25,65,2005-03,40,16217.5
3065,24.25,93.25,65,2005-04,289,84980.2
3066,24.25,93.25,65,2006-02,28,3536.1000000000004
3067,24.25,93.25,65,2006-03,328,88433.7
3068,24.25,93.25,65,2006-04,2,39.6
3069,24.25,93.25,65,2007-02,6,1393.1
3070,24.25,93.25,65,2007-03,267,62791.9
3071,24.25,93.25,65,2007-04,49,8276.9
3072,24.25,93.25,65,2008-02,1,52.2
3073,24.25,93.25,65,2008-03,164,54931.3
